(1.1) Sub-Category from Category Set,(1.2) Sub-Category from Category Set,All-in-one Calc (1),All-in-one Calc (2),All-in-one Calc (3),Category,Colour by Category Level,Manufacturer,Order Date,Product Name,Sub-Category,Sales
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,05/07/2019,Durable Pressboard Binders,Binders,19
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,12/07/2019,Tuff Stuff Recycled Round Ring Binders,Binders,1.928
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,13/07/2019,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Binders,41.568
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,20/07/2019,Avery Durable Binders,Binders,2.88
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,05/08/2019,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Binders,1.362
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,06/08/2019,Avery Hole Reinforcements,Binders,6.23
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,07/08/2019,"Wilson Jones Hanging View Binder, White, 1""",Binders,28.4
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,10/08/2019,GBC Binding covers,Binders,64.75
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,13/08/2019,Avery Round Ring Poly Binders,Binders,11.36
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Poly,25/08/2019,Poly Designer Cover & Back,Binders,3.798
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,05/09/2019,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,16.27
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,05/09/2019,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Binders,4.47
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,14/09/2019,Wilson Jones Impact Binders,Binders,25.9
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,17/09/2019,GBC Imprintable Covers,Binders,6.588
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,20/09/2019,Acco Translucent Poly Ring Binders,Binders,2.808
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,24/09/2019,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders,15.24
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,27/09/2019,Vinyl Sectional Post Binders,Binders,15.08
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,ACCOHIDE,01/10/2019,Accohide Poly Flexible Ring Binders,Binders,2.992
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,12/10/2019,GBC Standard Plastic Binding Systems' Combs,Binders,12.56
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,15/10/2019,Avery Reinforcements for Hole-Punch Pages,Binders,3.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,19/10/2019,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,38.28
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,19/10/2019,Avery Printable Repositionable Plastic Tabs,Binders,1.72
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,22/10/2019,GBC Instant Report Kit,Binders,5.176
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,23/10/2019,Ibico Plastic Spiral Binding Combs,Binders,6.08
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,24/10/2019,Avery Non-Stick Binders,Binders,3.592
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,02/11/2019,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,29.372
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,07/11/2019,Avery Recycled Flexi-View Covers for Binding Systems,Binders,32.06
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,08/11/2019,Wilson Jones Leather-Like Binders with DublLock Round Rings,Binders,10.476
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,09/11/2019,Avery Poly Binder Pockets,Binders,10.74
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,09/11/2019,Binder Posts,Binders,17.22
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,10/11/2019,GBC Standard Therm-A-Bind Covers,Binders,74.76
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Cardinal,21/11/2019,Cardinal Hold-It CD Pocket,Binders,7.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Storex,21/11/2019,Storex DuraTech Recycled Plastic Frosted Binders,Binders,1.696
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,23/11/2019,GBC Recycled Regency Composition Covers,Binders,23.912
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,29/11/2019,GBC Imprintable Covers,Binders,8.784
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,30/11/2019,GBC Instant Report Kit,Binders,3.882
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,05/12/2019,Surelock Post Binders,Binders,152.8
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,06/12/2019,Avery Reinforcements for Hole-Punch Pages,Binders,2.772
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,11/12/2019,Ibico Covers for Plastic or Wire Binding Elements,Binders,23
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,17/12/2019,GBC Plastic Binding Combs,Binders,29.52
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,19/12/2019,Self-Adhesive Ring Binder Labels,Binders,7.04
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Fellowes,31/12/2019,Fellowes Presentation Covers for Comb Binding Machines,Binders,116.4
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Newell,31/12/2019,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders,3.656
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Storex,03/01/2020,Storex Dura Pro Binders,Binders,11.88
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,08/01/2020,Plastic Binding Combs,Binders,106.05
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,30/01/2020,Avery Durable Binders,Binders,1.728
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,27/02/2020,Flexible Leather- Look Classic Collection Ring Binder,Binders,56.82
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,04/03/2020,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Binders,128.4
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,06/03/2020,Peel & Stick Add-On Corner Pockets,Binders,1.728
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Pressboard,08/03/2020,Pressboard Hanging Data Binders for Unburst Sheets,Binders,8.856
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,13/03/2020,Insertable Tab Indexes For Data Binders,Binders,1.272
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,15/03/2020,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders,22.386
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,21/03/2020,Avery Durable Slant Ring Binders,Binders,3.168
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,08/04/2020,GBC DocuBind P400 Electric Binding System,Binders,1088.792
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Storex,09/04/2020,Storex Flexible Poly Binders with Double Pockets,Binders,5.28
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,21/04/2020,"Performers Binder/Pad Holder, Black",Binders,44.848
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,03/05/2020,Heavy-Duty E-Z-D Binders,Binders,2.182
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,06/05/2020,Insertable Tab Post Binder Dividers,Binders,3.208
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,09/05/2020,GBC VeloBind Cover Sets,Binders,18.528
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,09/05/2020,Ibico Standard Transparent Covers,Binders,13.184
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,17/05/2020,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders,2.89
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Cardinal,21/05/2020,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Binders,3.798
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Pressboard,21/05/2020,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,1.964
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,11/06/2020,Computer Printout Index Tabs,Binders,1.344
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,11/06/2020,GBC Wire Binding Combs,Binders,8.272
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,12/06/2020,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Binders,1.524
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,21/06/2020,Avery Durable Slant Ring Binders With Label Holder,Binders,0.836
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,26/06/2020,Insertable Tab Post Binder Dividers,Binders,8.02
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,23/07/2020,"GBC Laser Imprintable Binding System Covers, Desert Sand",Binders,11.416
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Storex,23/07/2020,Storex Dura Pro Binders,Binders,4.752
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,30/07/2020,GBC VeloBind Cover Sets,Binders,9.264
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,04/08/2020,Ibico Presentation Index for Binding Systems,Binders,3.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,11/08/2020,Avery Hanging File Binders,Binders,41.86
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,11/08/2020,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Binders,77.56
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,13/08/2020,Avery Round Ring Poly Binders,Binders,8.52
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,18/08/2020,GBC Wire Binding Combs,Binders,2.068
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,22/08/2020,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,4.312
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Angle-D,28/08/2020,"Angle-D Binders with Locking Rings, Label Holders",Binders,13.14
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,28/08/2020,GBC ProClick Spines for 32-Hole Punch,Binders,10.024
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,01/09/2020,GBC Plastic Binding Combs,Binders,29.52
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,01/09/2020,"Wilson Jones 1"" Hanging DublLock Ring Binders",Binders,26.4
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,01/09/2020,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,24.1
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,ACCOHIDE,02/09/2020,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,8.26
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,02/09/2020,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Binders,8.608
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,XtraLife,03/09/2020,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Binders,8.808
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,11/09/2020,Insertable Tab Indexes For Data Binders,Binders,1.908
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,20/09/2020,GBC Poly Designer Binding Covers,Binders,83.7
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,24/09/2020,Avery Heavy-Duty EZD View Binder with Locking Rings,Binders,6.38
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,24/09/2020,GBC ProClick 150 Presentation Binding System,Binders,442.372
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,26/09/2020,GBC Recycled VeloBinder Covers,Binders,6.816
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,26/09/2020,Ibico Recycled Linen-Style Covers,Binders,15.624
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Pressboard,30/09/2020,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,1.964
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Acco,02/10/2020,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders,34.37
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,02/10/2020,Ibico Ibimaster 300 Manual Binding System,Binders,735.98
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,06/10/2020,Avery Binding System Hidden Tab Executive Style Index Sets,Binders,28.85
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,10/10/2020,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,16.392
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,13/10/2020,Avery Non-Stick Binders,Binders,6.286
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,15/10/2020,Ibico Plastic Spiral Binding Combs,Binders,121.6
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,05/11/2020,Premium Transparent Presentation Covers by GBC,Binders,12.588
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,05/11/2020,Premium Transparent Presentation Covers by GBC,Binders,104.9
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Storex,05/11/2020,Storex Dura Pro Binders,Binders,3.564
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,10/11/2020,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders,81.96
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Cardinal,12/11/2020,Cardinal Slant-D Ring Binders,Binders,17.38
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,XtraLife,13/11/2020,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Binders,3.136
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Other,14/11/2020,Binder Posts,Binders,2.296
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Avery,19/11/2020,Avery Hidden Tab Dividers for Binding Systems,Binders,1.192
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,19/11/2020,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binders,10.78
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Pressboard,20/11/2020,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders,4.91
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,ACCOHIDE,22/11/2020,Accohide Poly Flexible Ring Binders,Binders,4.488
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,22/11/2020,Ibico Standard Transparent Covers,Binders,49.44
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,22/11/2020,Wilson Jones Impact Binders,Binders,6.216
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,25/11/2020,Wilson Jones International Size A4 Ring Binders,Binders,17.3
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Ibico,27/11/2020,Ibico Plastic Spiral Binding Combs,Binders,152
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,02/12/2020,"GBC White Gloss Covers, Plain Front",Binders,115.84
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,GBC,17/12/2020,GBC Ibimaster 500 Manual ProClick Binding System,Binders,9892.74
,Office Supplies,False,False,Office Supplies,Office Supplies,Category,Wilson Jones,19/12/2020,Wilson Jones Easy Flow II Sheet Lifters,Binders,1.8
