Date,Department,Product Name,Page Views,Adds to Cart,Purchases,Number of Products Purchased
2025-04-02,"Books","Mystery Novel",1976,1077,307,921
2025-04-02,"Food & Beverages","FitLife Protein Bars",861,110,106,106
2025-04-02,"Home & Garden","Bed Sheets Set",6212,2677,2114,6342
2025-04-02,"Home & Garden","Area Rug",3270,262,160,160
2025-04-02,"Food & Beverages","32oz Olive Oil",2657,2410,747,2241
2025-04-02,"Clothing","Gray Gloves",7263,5856,771,771
2025-04-02,"Home & Garden","Small Storage Basket",1721,1285,279,279
2025-04-02,"Home & Garden","Curtains",3601,1964,287,287
2025-04-02,"Sports & Fitness","Foam Roller",3630,659,562,1686
2025-04-03,"Home & Garden","XL Utensil Set",7427,1236,1009,1009
2025-04-03,"Beauty","Perfume",2624,1775,243,243
2025-04-03,"Beauty","Foundation",9028,3493,1534,3068
2025-04-03,"Home & Garden","Area Rug",9230,2130,1010,2020
2025-04-03,"Beauty","Black Face Mask",2989,1636,1534,3068
2025-04-03,"Beauty","Face Moisturizer",1528,939,645,645
2025-04-03,"Electronics","Phone Case",6625,5043,1811,1811
2025-04-03,"Home & Garden","Candle Set",1146,1051,56,112
2025-04-03,"Sports & Fitness","Exercise Ball",8745,3679,1506,3012
2025-04-03,"Toys","Large Play-Doh Set",2539,615,282,282
2025-04-03,"Sports & Fitness","PureNature Gym Bag",424,345,79,79
2025-04-03,"Beauty","Gray Eye Shadow Palette",3061,2125,1648,1648
2025-04-03,"Electronics","Standard Laptop Stand",3869,2298,281,843
2025-04-03,"Books","Orange Travel Guide",3034,867,455,1365
2025-04-03,"Beauty","Eye Shadow Palette",6135,1226,534,534
2025-04-03,"Books","Biography",1644,665,574,1722
2025-04-03,"Books","Business Book",7629,4999,765,1530
2025-04-03,"Books","HomeBasics Magazine Subscription",2562,1476,144,432
2025-04-03,"Books","Graphic Novel",5471,4402,566,1132
2025-04-03,"Home & Garden","Pink Area Rug",5386,2981,2741,8223
2025-04-03,"Sports & Fitness","Premium Resistance Bands",7458,6963,1173,3519
2025-04-03,"Books","Textbook",3347,2611,462,462
2025-04-03,"Electronics","HDMI Cable",3016,1208,253,253
2025-04-03,"Sports & Fitness","Tennis Racket",4592,3509,631,631
2025-04-03,"Clothing","Baseball Cap",3050,2289,207,207
2025-04-03,"Electronics","USB-C Cable",6210,862,539,1078
2025-04-03,"Electronics","Tablet",9675,7812,766,766
2025-04-03,"Home & Garden","Photo Frame",10043,8121,1181,1181
2025-04-03,"Clothing","Sunglasses",2566,1055,156,312
2025-04-03,"Beauty","Cleanser",1516,1036,64,192
2025-04-03,"Home & Garden","Pink Table Lamp",1546,691,339,1017
2025-04-03,"Books","Navy Business Book",3731,1440,664,664
2025-04-03,"Books","Magazine Subscription",6885,4934,362,362
2025-04-03,"Books","ProMax Mystery Novel",6275,3474,1253,1253
2025-04-03,"Sports & Fitness","Basketball",9581,4854,1881,5643
2025-04-03,"Sports & Fitness","Water Bottle",3292,758,682,682
2025-04-03,"Electronics","XL Smart Watch",1149,1069,171,171
2025-04-03,"Books","Cookbook",9331,4697,582,1746
2025-04-03,"Sports & Fitness","Protein Shaker",131,36,21,42
2025-04-03,"Books","History Book",1475,668,176,352
2025-04-03,"Beauty","Purple Cleanser",6618,3266,787,2361
2025-04-03,"Books","StyleHub Science Fiction",5338,1316,996,2988
2025-04-03,"Electronics","TechCore Screen Protector",1514,671,279,558
2025-04-03,"Books","Children Book",5335,2845,2837,2837
2025-04-03,"Sports & Fitness","ClassicWear Swimming Goggles",360,173,17,51
2025-04-03,"Clothing","Large Running Shoes",233,142,32,64
2025-04-03,"Home & Garden","Bed Sheets Set",5745,4383,2937,2937
2025-04-03,"Electronics","StyleHub Laptop Bag",3574,1903,1152,2304
2025-04-03,"Sports & Fitness","XL Foam Roller",668,573,104,208
2025-04-03,"Clothing","Scarf",2621,545,505,1010
2025-04-03,"Sports & Fitness","PureNature Running Armband",2521,2124,1352,2704
2025-04-03,"Books","Self-Help Book",3792,2597,1798,3596
2025-04-03,"Books","Mystery Novel",535,54,26,52
2025-04-03,"Books","XL Magazine Subscription",9746,2145,1325,1325
2025-04-03,"Beauty","Body Lotion",1678,991,762,2286
2025-04-03,"Books","Poetry Collection",4066,2498,1956,3912
2025-04-03,"Beauty","Lipstick",8499,7476,2379,7137
2025-04-03,"Home & Garden","Curtains",3333,3050,1994,3988
2025-04-03,"Beauty","ClassicWear Foundation",5901,4852,1120,2240
2025-04-03,"Sports & Fitness","Dumbbell Set",145,49,23,69
2025-04-03,"Beauty","Face Mask",5699,1052,498,1494
2025-04-03,"Sports & Fitness","Gym Bag",5080,4362,368,1104
2025-04-03,"Sports & Fitness","White Yoga Mat",1780,479,260,520
2025-04-03,"Home & Garden","Throw Pillow",2358,2185,281,562
2025-04-03,"Clothing","Leather Belt",3254,2889,340,340
2025-04-03,"Sports & Fitness","Running Armband",2928,1805,297,891
2025-04-03,"Beauty","Conditioner",5305,3396,638,638
2025-04-03,"Books","Yellow Biography",7932,4997,505,1515
2025-04-03,"Beauty","Nail Polish",184,126,24,72
2025-04-03,"Electronics","ModernLiving Laptop Stand",4329,3518,1905,5715
2025-04-03,"Electronics","XL Mouse",6404,5542,2806,2806
2025-04-03,"Books","ClassicWear Fantasy Series",5449,1469,1384,2768
2025-04-03,"Sports & Fitness","Bicycle Helmet",4199,3447,1350,1350
2025-04-03,"Toys","Educational Toy",7810,4946,4424,13272
2025-04-03,"Clothing","Gray Gloves",6847,3243,1153,1153
2025-04-03,"Clothing","Dress Shirt",4493,2931,2342,7026
2025-04-03,"Home & Garden","Mixing Bowls",3078,2344,349,698
2025-04-03,"Toys","Building Blocks",1211,425,154,308
2025-04-03,"Home & Garden","Towel Set",2647,1944,1538,3076
2025-04-03,"Clothing","Backpack",3654,852,381,381
2025-04-03,"Home & Garden","FitLife Wall Art",3640,2975,467,1401
2025-04-03,"Electronics","ProMax Monitor",1448,154,82,164
2025-04-03,"Sports & Fitness","Fitness Tracker",5807,1274,472,472
2025-04-03,"Beauty","Gray Lipstick",1640,1235,247,247
2025-04-03,"Food & Beverages","Pasta Set",6897,5968,2985,8955
2025-04-03,"Beauty","Hair Dryer",3651,2536,394,394
2025-04-03,"Beauty","SmartChoice Cleanser",3982,2859,476,476
2025-04-03,"Electronics","Monitor",4089,3401,423,423
2025-04-03,"Home & Garden","Table Lamp",6665,5705,3695,7390
2025-04-03,"Home & Garden","Utensil Set",1649,842,178,534
2025-04-04,"Home & Garden","Throw Pillow",8779,5155,4238,8476
2025-04-04,"Clothing","Red Socks Pack",7833,6325,648,1296
2025-04-04,"Food & Beverages","Organic Coffee",4483,3561,752,1504
2025-04-04,"Clothing","Running Shoes",5319,4614,2914,8742
2025-04-04,"Electronics","Wireless Headphones",1224,883,209,627
2025-04-04,"Electronics","Smart Watch",8138,6619,4379,8758
2025-04-04,"Clothing","16oz Backpack",7282,3460,1350,2700
2025-04-04,"Clothing","ClassicWear Backpack",792,611,149,149
2025-04-04,"Clothing","Denim Jeans",7708,1967,514,1542
2025-04-04,"Clothing","Winter Jacket",586,352,160,320
2025-04-04,"Clothing","Baseball Cap",2318,2163,1048,1048
2025-04-04,"Clothing","Gray Gloves",9923,2904,2883,2883
2025-04-04,"Electronics","SmartChoice Bluetooth Speaker",9013,7921,1270,2540
2025-04-04,"Electronics","StyleHub Laptop Bag",2611,1300,330,660
2025-04-04,"Clothing","StyleHub Baseball Cap",847,651,130,130
2025-04-04,"Electronics","Laptop Stand",4269,1253,284,852
2025-04-04,"Electronics","Pink Laptop Bag",9656,8467,1029,1029
2025-04-04,"Electronics","Monitor",9957,5691,1482,1482
2025-04-04,"Electronics","Power Bank",7670,1953,408,408
2025-04-04,"Electronics","Bluetooth Speaker",1144,709,312,624
2025-04-04,"Clothing","Dress Shirt",9057,2366,417,834
2025-04-04,"Electronics","XL Mouse",5480,4122,2867,2867
2025-04-04,"Beauty","Makeup Brush Set",7882,1614,1046,2092
2025-04-04,"Beauty","StyleHub Face Moisturizer",1851,1073,244,244
2025-04-04,"Electronics","Phone Case",1970,519,138,414
2025-04-04,"Home & Garden","Kitchen Mat",3055,1333,212,212
2025-04-04,"Home & Garden","White Towel Set",254,80,22,22
2025-04-04,"Home & Garden","Table Lamp",2865,2690,376,752
2025-04-04,"Electronics","USB-C Cable",8764,7345,4726,9452
2025-04-04,"Beauty","Nail Polish",2029,583,411,1233
2025-04-04,"Home & Garden","Photo Frame",5788,4807,1358,1358
2025-04-04,"Clothing","Large Running Shoes",7435,3730,405,1215
2025-04-04,"Beauty","ProMax Eye Shadow Palette",5270,4909,932,1864
2025-04-04,"Home & Garden","Candle Set",8977,4483,1699,5097
2025-04-04,"Beauty","Face Mask",7793,5243,1447,1447
2025-04-04,"Beauty","Conditioner",6711,4717,3880,3880
2025-04-04,"Home & Garden","Pink Area Rug",3509,1783,477,1431
2025-04-04,"Clothing","Orange Scarf",4239,1686,797,1594
2025-04-04,"Home & Garden","Wall Art",2270,1875,218,218
2025-04-04,"Beauty","Shampoo",2687,2258,443,886
2025-04-04,"Electronics","Brown Tablet",9000,3344,1666,3332
2025-04-04,"Beauty","Foundation",10023,4894,585,1755
2025-04-04,"Electronics","Mouse",9611,3146,1011,2022
2025-04-04,"Clothing","Hoodie",1374,798,214,428
2025-04-04,"Home & Garden","Area Rug",6198,2655,1433,1433
2025-04-04,"Electronics","ProMax Monitor",9650,2231,615,615
2025-04-04,"Clothing","Backpack",1013,751,554,554
2025-04-04,"Electronics","ModernLiving Laptop Stand",7326,1336,945,2835
2025-04-04,"Home & Garden","Curtains",2552,1223,912,2736
2025-04-04,"Beauty","Large Nail Polish",892,359,86,86
2025-04-04,"Home & Garden","Bed Sheets Set",1361,822,180,540
2025-04-04,"Electronics","SmartChoice Smart Watch",587,539,222,222
2025-04-04,"Beauty","StyleHub Face Mask",2999,2490,330,330
2025-04-04,"Home & Garden","Coffee Maker",6236,2214,845,1690
2025-04-04,"Clothing","Socks Pack",167,124,11,33
2025-04-04,"Clothing","Sunglasses",1965,1217,225,675
2025-04-04,"Electronics","Keyboard",9321,6231,1127,3381
2025-04-04,"Electronics","Laptop Bag",7946,4590,1471,4413
2025-04-04,"Beauty","ClassicWear Foundation",9668,7778,2658,5316
2025-04-04,"Clothing","Scarf",1029,319,182,364
2025-04-04,"Electronics","XL Smart Watch",8119,5524,1573,1573
2025-04-04,"Beauty","Mascara",9770,8948,1074,3222
2025-04-04,"Books","Travel Guide",5436,3918,3224,3224
2025-04-04,"Beauty","Face Moisturizer",9877,8058,1065,2130
2025-04-04,"Electronics","Pink Webcam",559,284,82,246
2025-04-04,"Beauty","Lipstick",8480,3987,2481,4962
2025-04-04,"Beauty","HomeBasics Mascara",4627,4175,272,272
2025-04-04,"Sports & Fitness","Resistance Bands",8906,1401,1246,2492
2025-04-04,"Home & Garden","Pink Table Lamp",7258,5446,2709,2709
2025-04-04,"Clothing","Leather Belt",6440,5197,985,985
2025-04-04,"Beauty","Perfume",2892,758,262,262
2025-04-04,"Food & Beverages","FitLife Peanut Butter",2265,1808,701,2103
2025-04-04,"Home & Garden","Cutting Board",5678,3654,1640,3280
2025-04-04,"Books","ModernLiving Poetry Collection",7012,5299,708,708
2025-04-04,"Beauty","Serum",5886,4910,3127,3127
2025-04-04,"Electronics","PureNature USB-C Cable",5318,2867,319,957
2025-04-04,"Beauty","Gray Eye Shadow Palette",3523,1415,675,2025
2025-04-04,"Beauty","EcoStyle Perfume",676,276,125,250
2025-04-04,"Toys","XL Science Kit",7553,3789,344,344
2025-04-04,"Food & Beverages","Nuts Mix",3916,2703,1183,3549
2025-04-04,"Clothing","Gloves",7478,1246,301,301
2025-04-04,"Home & Garden","SmartChoice Cutting Board",6915,2357,515,515
2025-04-04,"Home & Garden","PureNature Table Lamp",8682,5083,1266,2532
2025-04-04,"Books","Self-Help Book",5283,3399,1261,3783
2025-04-04,"Electronics","Standard Laptop Stand",7795,6384,2306,2306
2025-04-04,"Books","Orange Travel Guide",6574,1923,1260,2520
2025-04-04,"Books","Art Book",3616,1410,646,646
2025-04-04,"Clothing","Sneakers",1245,963,712,712
2025-04-04,"Home & Garden","XL Utensil Set",5681,1855,429,858
2025-04-04,"Electronics","Screen Protector",1333,273,131,393
2025-04-05,"Electronics","SmartChoice Smart Watch",2945,1110,944,1888
2025-04-05,"Food & Beverages","Honey Jar",5331,3267,700,2100
2025-04-05,"Sports & Fitness","Jump Rope",8374,7421,4848,4848
2025-04-05,"Toys","Stuffed Animal",8331,7104,1277,1277
2025-04-05,"Food & Beverages","Trail Mix",7584,1651,410,410
2025-04-05,"Food & Beverages","Pasta Set",5076,2779,2742,5484
2025-04-05,"Toys","Board Game",8352,1660,1244,3732
2025-04-05,"Books","Cookbook",3027,875,206,206
2025-04-05,"Beauty","Cleanser",6801,5669,437,874
2025-04-05,"Food & Beverages","Granola",4376,3469,639,639
2025-04-05,"Food & Beverages","Nuts Mix",2796,2537,358,716
2025-04-05,"Books","Art Book",6829,3293,2915,8745
2025-04-05,"Toys","Art Supplies Kit",4302,2239,462,924
2025-04-05,"Books","Self-Help Book",3968,3203,232,696
2025-04-05,"Toys","Science Kit",519,252,91,91
2025-04-05,"Toys","Puzzle Set",1218,1057,61,183
2025-04-05,"Books","StyleHub Science Fiction",5021,3702,518,1554
2025-04-05,"Beauty","Foundation",5366,1950,327,654
2025-04-05,"Toys","Doll House",7800,6298,615,1845
2025-04-05,"Sports & Fitness","Exercise Ball",4878,792,615,1230
2025-04-05,"Books","ClassicWear Fantasy Series",2658,2095,431,862
2025-04-05,"Food & Beverages","Spice Collection",6015,1520,1175,1175
2025-04-05,"Home & Garden","SmartChoice Cutting Board",6543,1373,883,1766
2025-04-05,"Books","Poetry Collection",5947,3172,1673,1673
2025-04-05,"Electronics","Standard Laptop Stand",8346,7114,2276,4552
2025-04-05,"Home & Garden","Throw Pillow",1626,675,611,611
2025-04-05,"Home & Garden","Table Lamp",4296,3853,768,2304
2025-04-05,"Food & Beverages","Protein Bars",3210,1043,417,834
2025-04-05,"Toys","LEGO Set",6475,5767,2545,7635
2025-04-05,"Electronics","XL HDMI Cable",8192,2042,1112,3336
2025-04-05,"Clothing","Hoodie",9421,3584,1663,4989
2025-04-05,"Toys","Card Game",1595,1452,292,292
2025-04-05,"Electronics","USB-C Cable",6444,5940,3590,10770
2025-04-05,"Electronics","Pink Webcam",9801,8417,501,1002
2025-04-05,"Home & Garden","Utensil Set",965,853,503,1006
2025-04-05,"Sports & Fitness","Yoga Mat",848,680,116,232
2025-04-05,"Home & Garden","Small Storage Basket",675,306,104,312
2025-04-05,"Beauty","Gray Eye Shadow Palette",3609,2208,456,456
2025-04-05,"Books","Graphic Novel",115,92,34,34
2025-04-05,"Electronics","StyleHub Laptop Bag",3297,1922,639,639
2025-04-05,"Toys","Musical Instrument",7775,6300,3272,6544
2025-04-05,"Toys","Action Figure",3067,1978,460,1380
2025-04-05,"Home & Garden","Storage Basket",5764,4981,3281,3281
2025-04-05,"Electronics","Monitor",4718,2121,702,702
2025-04-05,"Home & Garden","Pink Table Lamp",412,382,19,38
2025-04-05,"Toys","ClassicWear Remote Control Car",9967,1377,1009,2018
2025-04-05,"Sports & Fitness","Foam Roller",7252,6224,1918,5754
2025-04-05,"Home & Garden","Coffee Maker",9453,2561,1269,1269
2025-04-05,"Food & Beverages","Dark Chocolate",1538,1452,164,328
2025-04-05,"Clothing","Winter Jacket",9229,2878,1576,3152
2025-04-05,"Clothing","Running Shoes",6679,4125,3694,3694
2025-04-05,"Toys","Robot Toy",9225,2677,732,732
2025-04-05,"Home & Garden","Kitchen Mat",9793,8616,2193,4386
2025-04-05,"Books","Fantasy Series",8603,7228,462,1386
2025-04-05,"Books","Textbook",1536,872,76,152
2025-04-05,"Beauty","Lipstick",7099,4043,1312,3936
2025-04-05,"Toys","SmartChoice Educational Toy",7601,4042,2892,5784
2025-04-05,"Books","XL Magazine Subscription",7729,6672,989,2967
2025-04-05,"Beauty","Face Moisturizer",679,343,83,166
2025-04-05,"Beauty","Gray Lipstick",7821,3918,546,1092
2025-04-05,"Books","Biography",8199,4708,1403,1403
2025-04-05,"Home & Garden","Area Rug",9785,3126,1205,2410
2025-04-05,"Clothing","Cotton T-Shirt",4611,772,395,790
2025-04-05,"Electronics","Mouse",1634,1450,355,1065
2025-04-05,"Sports & Fitness","Gym Bag",8035,1194,407,407
2025-04-05,"Toys","White Card Game",8148,7303,1335,2670
2025-04-05,"Food & Beverages","Red Dark Chocolate",4870,4473,845,845
2025-04-05,"Beauty","Makeup Brush Set",1615,1292,586,1758
2025-04-05,"Electronics","XL Smart Watch",9910,4852,1559,4677
2025-04-05,"Electronics","Tablet",9800,6033,1687,3374
2025-04-05,"Toys","Building Blocks",1971,1308,150,150
2025-04-05,"Food & Beverages","FitLife Dark Chocolate",4281,815,314,314
2025-04-05,"Toys","Green Art Supplies Kit",5311,928,259,259
2025-04-05,"Books","HomeBasics Magazine Subscription",190,142,8,16
2025-04-05,"Home & Garden","FitLife Wall Art",6048,4610,1585,4755
2025-04-05,"Home & Garden","Towel Set",5410,1378,986,986
2025-04-05,"Toys","Small Action Figure",4104,1671,677,677
2025-04-05,"Food & Beverages","Orange Vitamin Supplements",2237,1710,1187,2374
2025-04-05,"Toys","Educational Toy",653,278,202,606
2025-04-05,"Beauty","Orange Perfume",3550,1312,443,886
2025-04-05,"Beauty","Black Face Mask",3576,2142,1464,1464
2025-04-05,"Beauty","ProMax Eye Shadow Palette",8216,2776,788,788
2025-04-05,"Sports & Fitness","Dumbbell Set",7184,5446,3781,11343
2025-04-05,"Sports & Fitness","ClassicWear Swimming Goggles",235,212,40,120
2025-04-05,"Electronics","Laptop Stand",7465,2826,2762,2762
2025-04-05,"Food & Beverages","FitLife Protein Bars",7934,2994,716,2148
2025-04-05,"Clothing","16oz Backpack",2584,1720,291,582
2025-04-05,"Toys","Large Play-Doh Set",450,402,39,78
2025-04-05,"Clothing","Dress Shirt",3059,804,525,525
2025-04-05,"Food & Beverages","Medium Trail Mix",6591,4853,989,989
2025-04-06,"Food & Beverages","Organic Coffee",1258,573,237,474
2025-04-06,"Books","Biography",9789,5830,735,2205
2025-04-06,"Books","Textbook",9267,3388,1782,1782
2025-04-06,"Sports & Fitness","Standard Water Bottle",7811,5018,3078,6156
2025-04-06,"Sports & Fitness","Swimming Goggles",4370,3081,1739,3478
2025-04-06,"Sports & Fitness","Bicycle Helmet",7386,3975,1422,1422
2025-04-06,"Toys","Remote Control Car",2967,1986,263,526
2025-04-06,"Sports & Fitness","White Yoga Mat",6166,5332,934,2802
2025-04-06,"Food & Beverages","Vitamin Supplements",185,99,11,11
2025-04-06,"Toys","White Card Game",2298,1335,150,150
2025-04-06,"Toys","Building Blocks",3696,958,191,573
2025-04-06,"Books","XL Magazine Subscription",7258,3939,1437,1437
2025-04-06,"Books","ModernLiving Poetry Collection",2936,1010,485,970
2025-04-06,"Food & Beverages","Honey Jar",8350,1596,998,998
2025-04-06,"Sports & Fitness","PureNature Running Armband",7945,4658,1193,3579
2025-04-06,"Toys","Large Play-Doh Set",10047,7826,408,1224
2025-04-06,"Sports & Fitness","Jump Rope",7947,7305,3787,3787
2025-04-06,"Sports & Fitness","Protein Shaker",3372,2017,354,1062
2025-04-06,"Home & Garden","SmartChoice Cutting Board",9272,3230,503,1509
2025-04-06,"Food & Beverages","Trail Mix",6283,3855,1175,2350
2025-04-06,"Toys","SmartChoice Educational Toy",5404,1433,593,1186
2025-04-06,"Toys","Card Game",7786,6275,951,1902
2025-04-06,"Electronics","Wireless Headphones",5946,2966,2594,2594
2025-04-06,"Toys","XL Science Kit",4616,3389,1746,3492
2025-04-06,"Electronics","Standard Laptop Stand",469,382,76,228
2025-04-06,"Toys","ClassicWear Robot Toy",6765,4591,4017,12051
2025-04-06,"Electronics","Screen Protector",8302,2698,1979,5937
2025-04-06,"Electronics","PureNature USB-C Cable",945,418,185,185
2025-04-06,"Clothing","Sneakers",6124,4898,749,749
2025-04-06,"Clothing","Denim Jeans",4187,777,379,758
2025-04-06,"Clothing","Cotton T-Shirt",4764,4499,2086,4172
2025-04-06,"Clothing","Baseball Cap",9317,6205,745,2235
2025-04-06,"Toys","ClassicWear Remote Control Car",9715,1842,1476,1476
2025-04-06,"Electronics","HDMI Cable",9925,8260,1781,1781
2025-04-06,"Clothing","Red Socks Pack",5973,5597,1192,3576
2025-04-06,"Toys","Deluxe Stuffed Animal",3871,2350,572,1144
2025-04-06,"Clothing","Dress Shirt",9736,3201,3154,9462
2025-04-06,"Electronics","StyleHub Laptop Bag",2136,1784,721,721
2025-04-06,"Books","Travel Guide",9320,6178,4590,4590
2025-04-06,"Electronics","Pink Webcam",5206,3261,988,988
