SongID,TimeStamp_Central,Performer,Album,Song,TimeStamp_UTC
Spill Me UpDoomtree,1/3/2021 9:35:00 PM,Doomtree,Spill Me Up,Spill Me Up,1/4/2021 3:35:00 AM
Smoke Out The WindowTribe Society,1/3/2021 9:32:00 PM,Tribe Society,We Sell Drugs,Smoke Out The Window,1/4/2021 3:32:00 AM
Smoke Out The WindowTribe Society,1/3/2021 9:29:00 PM,Tribe Society,We Sell Drugs,Smoke Out The Window,1/4/2021 3:29:00 AM
The Best Is yet to ComeTony Bennett,1/3/2021 7:02:00 PM,Tony Bennett,I Left My Heart In San Francisco,The Best Is yet to Come,1/4/2021 1:02:00 AM
I've Been Waiting For YouAmanda Seyfried,1/3/2021 6:59:00 PM,Amanda Seyfried,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack),I've Been Waiting For You,1/4/2021 12:59:00 AM
exile (feat. Bon Iver)Taylor Swift,1/3/2021 4:33:00 PM,Taylor Swift,folklore,exile (feat. Bon Iver),1/3/2021 10:33:00 PM
LoverTaylor Swift,1/3/2021 4:25:00 PM,Taylor Swift,Lover,Lover,1/3/2021 10:25:00 PM
the 1Taylor Swift,1/3/2021 4:21:00 PM,Taylor Swift,folklore,the 1,1/3/2021 10:21:00 PM
You Need to Calm DownTaylor Swift,1/3/2021 4:17:00 PM,Taylor Swift,Lover,You Need to Calm Down,1/3/2021 10:17:00 PM
GorgeousTaylor Swift,1/3/2021 4:13:00 PM,Taylor Swift,reputation,Gorgeous,1/3/2021 10:13:00 PM
cardiganTaylor Swift,1/3/2021 4:07:00 PM,Taylor Swift,folklore,cardigan,1/3/2021 10:07:00 PM
GorgeousTaylor Swift,1/3/2021 4:03:00 PM,Taylor Swift,reputation,Gorgeous,1/3/2021 10:03:00 PM
The Rain (Supa Dupa Fly)Missy Elliott,1/2/2021 8:29:00 PM,Missy Elliott,Supa Dupa Fly,The Rain (Supa Dupa Fly),1/3/2021 2:29:00 AM
The World Was Wide EnoughLeslie Odom Jr.,1/2/2021 6:53:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),The World Was Wide Enough,1/3/2021 12:53:00 AM
Best of Wives and Best of WomenPhillipa Soo,1/2/2021 6:52:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),Best of Wives and Best of Women,1/3/2021 12:52:00 AM
Your Obedient ServantLeslie Odom Jr.,1/2/2021 6:49:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Your Obedient Servant,1/3/2021 12:49:00 AM
Best of Wives and Best of WomenPhillipa Soo,1/2/2021 4:27:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),Best of Wives and Best of Women,1/2/2021 10:27:00 PM
Your Obedient ServantLeslie Odom Jr.,1/2/2021 4:24:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Your Obedient Servant,1/2/2021 10:24:00 PM
The Election of 1800Daveed Diggs,1/2/2021 4:20:00 PM,Daveed Diggs,Hamilton (Original Broadway Cast Recording),The Election of 1800,1/2/2021 10:20:00 PM
It's Quiet UptownRenée Elise Goldsberry,1/2/2021 4:16:00 PM,Renée Elise Goldsberry,Hamilton (Original Broadway Cast Recording),It's Quiet Uptown,1/2/2021 10:16:00 PM
Stay Alive - RepriseLin-Manuel Miranda,1/2/2021 4:14:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),Stay Alive - Reprise,1/2/2021 10:14:00 PM
Blow Us All AwayAnthony Ramos,1/2/2021 4:10:00 PM,Anthony Ramos,Hamilton (Original Broadway Cast Recording),Blow Us All Away,1/2/2021 10:10:00 PM
BurnPhillipa Soo,1/2/2021 4:06:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),Burn,1/2/2021 10:06:00 PM
The Reynolds PamphletOriginal Broadway Cast of Hamilton,1/2/2021 4:04:00 PM,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),The Reynolds Pamphlet,1/2/2021 10:04:00 PM
HurricaneLin-Manuel Miranda,1/2/2021 4:02:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),Hurricane,1/2/2021 10:02:00 PM
We KnowLin-Manuel Miranda,1/2/2021 3:59:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),We Know,1/2/2021 9:59:00 PM
The Adams AdministrationOriginal Broadway Cast of Hamilton,1/2/2021 3:59:00 PM,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),The Adams Administration,1/2/2021 9:59:00 PM
I Know HimJonathan Groff,1/2/2021 3:57:00 PM,Jonathan Groff,Hamilton (Original Broadway Cast Recording),I Know Him,1/2/2021 9:57:00 PM
Dance MonkeyTones and I,1/2/2021 1:12:00 PM,Tones and I,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,1/2/2021 7:12:00 PM
YodaWeird Al Yankovic,1/2/2021 12:44:00 PM,Weird Al Yankovic,Dare To Be Stupid,Yoda,1/2/2021 6:44:00 PM
Sunflower - Spider-Man: Into the Spider-VersePost Malone,1/2/2021 12:41:00 PM,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),Sunflower - Spider-Man: Into the Spider-Verse,1/2/2021 6:41:00 PM
Yellow SubmarineThe Beatles,1/2/2021 12:39:00 PM,The Beatles,Yellow Submarine Songtrack,Yellow Submarine,1/2/2021 6:39:00 PM
Don't Stop Me NowQueen,1/2/2021 12:35:00 PM,Queen,Greatest Hits,Don't Stop Me Now,1/2/2021 6:35:00 PM
Johnny B. GoodeChuck Berry,1/2/2021 12:33:00 PM,Chuck Berry,Berry Is On Top,Johnny B. Goode,1/2/2021 6:33:00 PM
When Love is GoneBelle,1/2/2021 12:26:00 PM,Belle,The Muppet Christmas Carol (Special Anniversary Edition),When Love is Gone,1/2/2021 6:26:00 PM
Fozziwig's PartyDr. Teeth and the Electric Mayhem,1/2/2021 12:24:00 PM,Dr. Teeth and the Electric Mayhem,The Muppet Christmas Carol (Special Anniversary Edition),Fozziwig's Party,1/2/2021 6:24:00 PM
Chairman of the BoardSam the Eagle,1/2/2021 12:22:00 PM,Sam the Eagle,The Muppet Christmas Carol (Special Anniversary Edition),Chairman of the Board,1/2/2021 6:22:00 PM
Christmas PastMiles Goodman,1/2/2021 12:21:00 PM,Miles Goodman,The Muppet Christmas Carol (Special Anniversary Edition),Christmas Past,1/2/2021 6:21:00 PM
Marley and MarleyMarley and Marley,1/2/2021 12:17:00 PM,Marley and Marley,The Muppet Christmas Carol (Special Anniversary Edition),Marley and Marley,1/2/2021 6:17:00 PM
One More Sleep ’til ChristmasKermit,1/2/2021 12:15:00 PM,Kermit,The Muppet Christmas Carol (Special Anniversary Edition),One More Sleep ’til Christmas,1/2/2021 6:15:00 PM
Good King WenceslasMuppet Brass Buskers,1/2/2021 12:14:00 PM,Muppet Brass Buskers,The Muppet Christmas Carol (Special Anniversary Edition),Good King Wenceslas,1/2/2021 6:14:00 PM
Room In Your HeartHoneydew and Beaker,1/2/2021 12:12:00 PM,Honeydew and Beaker,The Muppet Christmas Carol (Special Anniversary Edition),Room In Your Heart,1/2/2021 6:12:00 PM
ScroogeThe Muppet Cast,1/2/2021 12:09:00 PM,The Muppet Cast,The Muppet Christmas Carol (Special Anniversary Edition),Scrooge,1/2/2021 6:09:00 PM
OverturePaul Williams,1/2/2021 12:07:00 PM,Paul Williams,The Muppet Christmas Carol (Special Anniversary Edition),Overture,1/2/2021 6:07:00 PM
One Last TimeChristopher Jackson,1/2/2021 11:20:00 AM,Christopher Jackson,Hamilton (Original Broadway Cast Recording),One Last Time,1/2/2021 5:20:00 PM
Washington On Your SideLeslie Odom Jr.,1/2/2021 11:17:00 AM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Washington On Your Side,1/2/2021 5:17:00 PM
Cabinet Battle #2Christopher Jackson,1/2/2021 11:15:00 AM,Christopher Jackson,Hamilton (Original Broadway Cast Recording),Cabinet Battle #2,1/2/2021 5:15:00 PM
Schuyler DefeatedAnthony Ramos,1/2/2021 11:13:00 AM,Anthony Ramos,Hamilton (Original Broadway Cast Recording),Schuyler Defeated,1/2/2021 5:13:00 PM
The Room Where It HappensLeslie Odom Jr.,1/1/2021 8:30:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),The Room Where It Happens,1/2/2021 2:30:00 AM
The Room Where It HappensLeslie Odom Jr.,1/1/2021 8:27:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),The Room Where It Happens,1/2/2021 2:27:00 AM
Say No To ThisJasmine Cephas-Jones,1/1/2021 8:23:00 PM,Jasmine Cephas-Jones,Hamilton (Original Broadway Cast Recording),Say No To This,1/2/2021 2:23:00 AM
Take A BreakPhillipa Soo,1/1/2021 8:18:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),Take A Break,1/2/2021 2:18:00 AM
Cabinet Battle #1Christopher Jackson,1/1/2021 8:14:00 PM,Christopher Jackson,Hamilton (Original Broadway Cast Recording),Cabinet Battle #1,1/2/2021 2:14:00 AM
What'd I MissDaveed Diggs,1/1/2021 8:10:00 PM,Daveed Diggs,Hamilton (Original Broadway Cast Recording),What'd I Miss,1/2/2021 2:10:00 AM
Dear TheodosiaLeslie Odom Jr.,1/1/2021 7:31:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Dear Theodosia,1/2/2021 1:31:00 AM
What Comes Next?Jonathan Groff,1/1/2021 7:29:00 PM,Jonathan Groff,Hamilton (Original Broadway Cast Recording),What Comes Next?,1/2/2021 1:29:00 AM
Yorktown (The World Turned Upside Down)Original Broadway Cast of Hamilton,1/1/2021 7:25:00 PM,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),Yorktown (The World Turned Upside Down),1/2/2021 1:25:00 AM
What'd I MissDaveed Diggs,1/1/2021 7:22:00 PM,Daveed Diggs,Hamilton (Original Broadway Cast Recording),What'd I Miss,1/2/2021 1:22:00 AM
Non-StopLeslie Odom Jr.,1/1/2021 7:16:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Non-Stop,1/2/2021 1:16:00 AM
Dear TheodosiaLeslie Odom Jr.,1/1/2021 7:13:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Dear Theodosia,1/2/2021 1:13:00 AM
What Comes Next?Jonathan Groff,1/1/2021 7:11:00 PM,Jonathan Groff,Hamilton (Original Broadway Cast Recording),What Comes Next?,1/2/2021 1:11:00 AM
Yorktown (The World Turned Upside Down)Original Broadway Cast of Hamilton,1/1/2021 7:07:00 PM,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),Yorktown (The World Turned Upside Down),1/2/2021 1:07:00 AM
History Has Its Eyes On YouChristopher Jackson,1/1/2021 7:06:00 PM,Christopher Jackson,Hamilton (Original Broadway Cast Recording),History Has Its Eyes On You,1/2/2021 1:06:00 AM
Guns and ShipsLeslie Odom Jr.,1/1/2021 7:03:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Guns and Ships,1/2/2021 1:03:00 AM
That Would Be EnoughPhillipa Soo,1/1/2021 7:00:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),That Would Be Enough,1/2/2021 1:00:00 AM
Meet Me InsideLin-Manuel Miranda,1/1/2021 6:59:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),Meet Me Inside,1/2/2021 12:59:00 AM
Ten Duel CommandmentsAnthony Ramos,1/1/2021 6:57:00 PM,Anthony Ramos,Hamilton (Original Broadway Cast Recording),Ten Duel Commandments,1/2/2021 12:57:00 AM
Stay AliveOriginal Broadway Cast of Hamilton,1/1/2021 6:55:00 PM,Original Broadway Cast of Hamilton,Hamilton (Original Broadway Cast Recording),Stay Alive,1/2/2021 12:55:00 AM
Wait For ItLeslie Odom Jr.,1/1/2021 6:51:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Wait For It,1/2/2021 12:51:00 AM
The Story of Tonight - RepriseAnthony Ramos,1/1/2021 6:49:00 PM,Anthony Ramos,Hamilton (Original Broadway Cast Recording),The Story of Tonight - Reprise,1/2/2021 12:49:00 AM
SatisfiedRenée Elise Goldsberry,1/1/2021 6:44:00 PM,Renée Elise Goldsberry,Hamilton (Original Broadway Cast Recording),Satisfied,1/2/2021 12:44:00 AM
HelplessPhillipa Soo,1/1/2021 4:42:00 PM,Phillipa Soo,Hamilton (Original Broadway Cast Recording),Helpless,1/1/2021 10:42:00 PM
A Winter's BallLeslie Odom Jr.,1/1/2021 4:41:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),A Winter's Ball,1/1/2021 10:41:00 PM
Right Hand ManLin-Manuel Miranda,1/1/2021 4:36:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),Right Hand Man,1/1/2021 10:36:00 PM
You'll Be BackJonathan Groff,1/1/2021 4:32:00 PM,Jonathan Groff,Hamilton (Original Broadway Cast Recording),You'll Be Back,1/1/2021 10:32:00 PM
Farmer RefutedThayne Jasperson,1/1/2021 4:30:00 PM,Thayne Jasperson,Hamilton (Original Broadway Cast Recording),Farmer Refuted,1/1/2021 10:30:00 PM
The Schuyler SistersRenée Elise Goldsberry,1/1/2021 4:27:00 PM,Renée Elise Goldsberry,Hamilton (Original Broadway Cast Recording),The Schuyler Sisters,1/1/2021 10:27:00 PM
The Story Of TonightLin-Manuel Miranda,1/1/2021 4:26:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),The Story Of Tonight,1/1/2021 10:26:00 PM
My ShotLin-Manuel Miranda,1/1/2021 4:20:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),My Shot,1/1/2021 10:20:00 PM
Aaron Burr SirLin-Manuel Miranda,1/1/2021 4:18:00 PM,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording),Aaron Burr Sir,1/1/2021 10:18:00 PM
Alexander HamiltonLeslie Odom Jr.,1/1/2021 4:14:00 PM,Leslie Odom Jr.,Hamilton (Original Broadway Cast Recording),Alexander Hamilton,1/1/2021 10:14:00 PM
Come Sail AwayStyx,1/1/2021 12:07:00 PM,Styx,Greatest Hits,Come Sail Away,1/1/2021 6:07:00 PM
RenegadeStyx,1/1/2021 12:03:00 PM,Styx,Greatest Hits,Renegade,1/1/2021 6:03:00 PM
Show Me The WayStyx,1/1/2021 11:58:00 AM,Styx,Greatest Hits,Show Me The Way,1/1/2021 5:58:00 PM
Fooling Yourself (The Angry Young Man)Styx,1/1/2021 11:53:00 AM,Styx,Greatest Hits,Fooling Yourself (The Angry Young Man),1/1/2021 5:53:00 PM
BabeStyx,1/1/2021 11:48:00 AM,Styx,Greatest Hits,Babe,1/1/2021 5:48:00 PM
Too Much Time On My HandsStyx,1/1/2021 11:44:00 AM,Styx,Greatest Hits,Too Much Time On My Hands,1/1/2021 5:44:00 PM
LoreleiStyx,1/1/2021 11:40:00 AM,Styx,Greatest Hits,Lorelei,1/1/2021 5:40:00 PM
The Best Of TimesStyx,1/1/2021 11:36:00 AM,Styx,Greatest Hits,The Best Of Times,1/1/2021 5:36:00 PM
Lady '95Styx,1/1/2021 11:33:00 AM,Styx,Greatest Hits,Lady '95,1/1/2021 5:33:00 PM
Somebody’s ProblemMorgan Wallen,1/1/2021 11:31:00 AM,Morgan Wallen,Somebody’s Problem,Somebody’s Problem,1/1/2021 5:31:00 PM
Share That Love (feat. G-Eazy)Lukas Graham,1/1/2021 11:28:00 AM,Lukas Graham,Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),1/1/2021 5:28:00 PM
AnyoneJustin Bieber,1/1/2021 11:06:00 AM,Justin Bieber,Anyone,Anyone,1/1/2021 5:06:00 PM
Wild (feat. Gary Clark Jr.)John Legend,1/1/2021 10:51:00 AM,John Legend,Bigger Love,Wild (feat. Gary Clark Jr.),1/1/2021 4:51:00 PM
willowTaylor Swift,1/1/2021 10:47:00 AM,Taylor Swift,evermore,willow,1/1/2021 4:47:00 PM
Fly AwayTones and I,1/1/2021 10:45:00 AM,Tones and I,Fly Away,Fly Away,1/1/2021 4:45:00 PM
AfterglowEd Sheeran,1/1/2021 10:41:00 AM,Ed Sheeran,Afterglow,Afterglow,1/1/2021 4:41:00 PM
Stay Next To Me (with Chelsea Cutler)Quinn XCII,1/1/2021 10:38:00 AM,Quinn XCII,Stay Next To Me (with Chelsea Cutler),Stay Next To Me (with Chelsea Cutler),1/1/2021 4:38:00 PM
Saturday NightMisfits,1/1/2021 10:36:00 AM,Misfits,Famous Monsters,Saturday Night,1/1/2021 4:36:00 PM
Last Caress - C.I. Recording 1978Misfits,1/1/2021 10:34:00 AM,Misfits,The Misfits Box Set,Last Caress - C.I. Recording 1978,1/1/2021 4:34:00 PM
The Rain (Supa Dupa Fly)Missy Elliott,1/1/2021 10:29:00 AM,Missy Elliott,Supa Dupa Fly,The Rain (Supa Dupa Fly),1/1/2021 4:29:00 PM
The Rain (Supa Dupa Fly)Missy Elliott,1/1/2021 10:27:00 AM,Missy Elliott,Supa Dupa Fly,The Rain (Supa Dupa Fly),1/1/2021 4:27:00 PM
Highway to HellAC/DC,1/1/2021 10:22:00 AM,AC/DC,Highway to Hell,Highway to Hell,1/1/2021 4:22:00 PM
See You Again (feat. Charlie Puth)Wiz Khalifa,1/1/2021 10:19:00 AM,Wiz Khalifa,Furious 7: Original Motion Picture Soundtrack (Deluxe),See You Again (feat. Charlie Puth),1/1/2021 4:19:00 PM
CannibalKe$ha,1/1/2021 10:15:00 AM,Ke$ha,Cannibal (Expanded Edition),Cannibal,1/1/2021 4:15:00 PM
Play DateMelanie Martinez,1/1/2021 10:12:00 AM,Melanie Martinez,Cry Baby (Deluxe Edition),Play Date,1/1/2021 4:12:00 PM
Dreams - 2004 RemasterFleetwood Mac,1/1/2021 10:08:00 AM,Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,1/1/2021 4:08:00 PM
Blame It On My YouthJamie Cullum,1/1/2021 12:40:00 AM,Jamie Cullum,Twentysomething (Special Edition with bonus track God Only Knows),Blame It On My Youth,1/1/2021 6:40:00 AM
I Get A Kick Out Of YouJamie Cullum,1/1/2021 12:15:00 AM,Jamie Cullum,Twentysomething,I Get A Kick Out Of You,1/1/2021 6:15:00 AM
These Are The DaysJamie Cullum,1/1/2021 12:11:00 AM,Jamie Cullum,Twentysomething,These Are The Days,1/1/2021 6:11:00 AM
Blue AlertAnjani Thomas,1/1/2021 12:06:00 AM,Anjani Thomas,Blue Alert,Blue Alert,1/1/2021 6:06:00 AM
What's My Age Again?blink-182,12/31/2020 5:28:00 PM,blink-182,Enema of the State,What's My Age Again?,12/31/2020 11:28:00 PM
PneumaTool,12/31/2020 5:02:00 PM,Tool,Fear Inoculum,Pneuma,12/31/2020 11:02:00 PM
Sign of the TimesHarry Styles,12/31/2020 4:56:00 PM,Harry Styles,Sign of the Times,Sign of the Times,12/31/2020 10:56:00 PM
Behind Blue EyesLimp Bizkit,12/31/2020 4:52:00 PM,Limp Bizkit,Results May Vary,Behind Blue Eyes,12/31/2020 10:52:00 PM
Magic MountainFireKid,12/31/2020 4:49:00 PM,FireKid,Firekid,Magic Mountain,12/31/2020 10:49:00 PM
Smiles on Faces (with KBong)Stick Figure,12/31/2020 4:44:00 PM,Stick Figure,Set in Stone,Smiles on Faces (with KBong),12/31/2020 10:44:00 PM
Mayday!!! Fiesta FeverAwolnation,12/31/2020 4:40:00 PM,Awolnation,Mayday!!! Fiesta Fever,Mayday!!! Fiesta Fever,12/31/2020 10:40:00 PM
Family PortraitP!nk,12/31/2020 3:51:00 PM,P!nk,M!ssundaztood,Family Portrait,12/31/2020 9:51:00 PM
Reblow Your MindGov't Mule,12/31/2020 3:46:00 PM,Gov't Mule,Mighty High,Reblow Your Mind,12/31/2020 9:46:00 PM
NumbMax Jury,12/31/2020 3:42:00 PM,Max Jury,Numb,Numb,12/31/2020 9:42:00 PM
BurnUsher,12/31/2020 3:37:00 PM,Usher,Confessions (Expanded Edition),Burn,12/31/2020 9:37:00 PM
Paranoid - 2012 - RemasterBlack Sabbath,12/31/2020 3:12:00 PM,Black Sabbath,Greatest Hits,Paranoid - 2012 - Remaster,12/31/2020 9:12:00 PM
Alabama Song (Whisky Bar)The Doors,12/31/2020 3:09:00 PM,The Doors,The Complete Studio Albums,Alabama Song (Whisky Bar),12/31/2020 9:09:00 PM
Nothing Compares 2 UPrince,12/31/2020 3:04:00 PM,Prince,Nothing Compares 2 U,Nothing Compares 2 U,12/31/2020 9:04:00 PM
SO. GOOD.Johnny Stimson,12/31/2020 2:49:00 PM,Johnny Stimson,SO. GOOD.,SO. GOOD.,12/31/2020 8:49:00 PM
Trunk PoppedAdmiral,12/31/2020 2:46:00 PM,Admiral,Trunk Popped,Trunk Popped,12/31/2020 8:46:00 PM
Still Of The Night - 2020 RemixWhitesnake,12/31/2020 10:58:00 AM,Whitesnake,Still Of The Night (2020 Remix),Still Of The Night - 2020 Remix,12/31/2020 4:58:00 PM
Finer Things (feat. deM atlaS)Atmosphere,12/31/2020 10:54:00 AM,Atmosphere,Finer Things (feat. deM atlaS),Finer Things (feat. deM atlaS),12/31/2020 4:54:00 PM
Feeling GoodAvicii,12/31/2020 10:48:00 AM,Avicii,Feeling Good,Feeling Good,12/31/2020 4:48:00 PM
Salute Your SolutionThe Raconteurs,12/31/2020 10:45:00 AM,The Raconteurs,Consolers of the Lonely,Salute Your Solution,12/31/2020 4:45:00 PM
The Sound of SilenceDisturbed,12/31/2020 10:41:00 AM,Disturbed,Immortalized,The Sound of Silence,12/31/2020 4:41:00 PM
Despacito - RemixLuis Fonsi,12/31/2020 10:29:00 AM,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),Despacito - Remix,12/31/2020 4:29:00 PM
Bad CookieTropidelic,12/31/2020 10:24:00 AM,Tropidelic,Go Down with the Ship,Bad Cookie,12/31/2020 4:24:00 PM
Million ReasonsLady Gaga,12/31/2020 10:20:00 AM,Lady Gaga,Joanne (Deluxe),Million Reasons,12/31/2020 4:20:00 PM
Someday BabyR.L. Burnside,12/31/2020 10:17:00 AM,R.L. Burnside,A Bothered Mind,Someday Baby,12/31/2020 4:17:00 PM
The Way We MoveLanghorne Slim,12/31/2020 10:14:00 AM,Langhorne Slim,The Way We Move,The Way We Move,12/31/2020 4:14:00 PM
Old EnoughNickelback,12/31/2020 10:04:00 AM,Nickelback,The State,Old Enough,12/31/2020 4:04:00 PM
Knights Of ShameAwolnation,12/31/2020 9:52:00 AM,Awolnation,Megalithic Symphony Deluxe,Knights Of Shame,12/31/2020 3:52:00 PM
You or ThemVolbeat,12/31/2020 9:48:00 AM,Volbeat,Rock The Rebel / Metal The Devil,You or Them,12/31/2020 3:48:00 PM
TortureEric Krasno,12/31/2020 9:44:00 AM,Eric Krasno,Blood from a Stone,Torture,12/31/2020 3:44:00 PM
Twirl Me - Invisible Light Project RemixWildlight,12/30/2020 8:11:00 PM,Wildlight,Hers Was as Thunder (Remixes),Twirl Me - Invisible Light Project Remix,12/31/2020 2:11:00 AM
The RedChevelle,12/30/2020 8:07:00 PM,Chevelle,Wonder What's Next (Expanded Edition),The Red,12/31/2020 2:07:00 AM
Don't Take My Man to IdahoJessica Hernandez and the Deltas,12/30/2020 8:02:00 PM,Jessica Hernandez and the Deltas,Deceptacon / Don't Take My Man to Idaho - Single,Don't Take My Man to Idaho,12/31/2020 2:02:00 AM
All Your Light (Times Like These)Portugal. The Man,12/30/2020 7:58:00 PM,Portugal. The Man,In the Mountain in the Cloud,All Your Light (Times Like These),12/31/2020 1:58:00 AM
PonyFar,12/30/2020 7:54:00 PM,Far,At Night We Live,Pony,12/31/2020 1:54:00 AM
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)Miley Cyrus,12/30/2020 7:50:00 PM,Miley Cyrus,Plastic Hearts,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),12/31/2020 1:50:00 AM
RedneckLamb of God,12/30/2020 6:03:00 PM,Lamb of God,Sacrament,Redneck,12/31/2020 12:03:00 AM
Good So BadEric Tessmer,12/30/2020 5:19:00 PM,Eric Tessmer,Eric Tessmer 2,Good So Bad,12/30/2020 11:19:00 PM
WhiskeyProf,12/30/2020 5:16:00 PM,Prof,King Gampo,Whiskey,12/30/2020 11:16:00 PM
Lay By MeFireKid,12/30/2020 5:13:00 PM,FireKid,Firekid,Lay By Me,12/30/2020 11:13:00 PM
Rooms On FireStevie Nicks,12/30/2020 5:09:00 PM,Stevie Nicks,The Other Side of the Mirror,Rooms On Fire,12/30/2020 11:09:00 PM
Leader Of MenNickelback,12/30/2020 5:05:00 PM,Nickelback,The State,Leader Of Men,12/30/2020 11:05:00 PM
Sunroof CadillacThe Floozies,12/30/2020 5:01:00 PM,The Floozies,Sunroof Cadillac,Sunroof Cadillac,12/30/2020 11:01:00 PM
Sunroof CadillacThe Floozies,12/30/2020 4:59:00 PM,The Floozies,Sunroof Cadillac,Sunroof Cadillac,12/30/2020 10:59:00 PM
Leader Of MenNickelback,12/30/2020 4:56:00 PM,Nickelback,The State,Leader Of Men,12/30/2020 10:56:00 PM
Sunroof CadillacThe Floozies,12/30/2020 4:52:00 PM,The Floozies,Sunroof Cadillac,Sunroof Cadillac,12/30/2020 10:52:00 PM
Champagne ChampionWes Period,12/30/2020 4:48:00 PM,Wes Period,Champagne Champion,Champagne Champion,12/30/2020 10:48:00 PM
Lost & FoundThe Polish Ambassador,12/30/2020 4:43:00 PM,The Polish Ambassador,Pushing Through the Pavement,Lost & Found,12/30/2020 10:43:00 PM
Save Me Some SunshineRafferty,12/30/2020 4:39:00 PM,Rafferty,Save Me Some Sunshine,Save Me Some Sunshine,12/30/2020 10:39:00 PM
TwistedAaron Taos,12/30/2020 4:36:00 PM,Aaron Taos,Night Thoughts,Twisted,12/30/2020 10:36:00 PM
Make Me Feel GoodZoogma,12/30/2020 4:32:00 PM,Zoogma,A Future in Blue,Make Me Feel Good,12/30/2020 10:32:00 PM
Stormy WeatherGreat Dane,12/30/2020 4:29:00 PM,Great Dane,Alpha Dog,Stormy Weather,12/30/2020 10:29:00 PM
Zombie (Acoustic)Bad Wolves,12/30/2020 4:24:00 PM,Bad Wolves,Zombie EP,Zombie (Acoustic),12/30/2020 10:24:00 PM
Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)Miley Cyrus,12/30/2020 4:21:00 PM,Miley Cyrus,Plastic Hearts,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),12/30/2020 10:21:00 PM
Edge of SeventeenStevie Nicks,12/30/2020 4:16:00 PM,Stevie Nicks,Crystal Visions...The Very Best Of Stevie Nicks,Edge of Seventeen,12/30/2020 10:16:00 PM
In My BloodShawn Mendes,12/30/2020 4:13:00 PM,Shawn Mendes,Shawn Mendes,In My Blood,12/30/2020 10:13:00 PM
ThunderImagine Dragons,12/30/2020 4:09:00 PM,Imagine Dragons,Evolve,Thunder,12/30/2020 10:09:00 PM
The Biggest Ball Of Twine In MinnesotaWeird Al Yankovic,12/30/2020 4:03:00 PM,Weird Al Yankovic,The Essential Weird Al Yankovic,The Biggest Ball Of Twine In Minnesota,12/30/2020 10:03:00 PM
Down UnderMen at Work,12/30/2020 3:59:00 PM,Men at Work,Business As Usual,Down Under,12/30/2020 9:59:00 PM
World On fire (Feat. Slightly Stoopid)Stick Figure,12/30/2020 3:55:00 PM,Stick Figure,World on Fire,World On fire (Feat. Slightly Stoopid),12/30/2020 9:55:00 PM
Happy - From Despicable Me 2Pharrell Williams,12/30/2020 3:51:00 PM,Pharrell Williams,G I R L,Happy - From Despicable Me 2,12/30/2020 9:51:00 PM
