Avg Room Rate,reservation_id,check_in_date,stay_duration,adults,children,room_type,special_requests_flag,booking_channel,reservation_status,advanced_booking,Property,Date,Rate Type
199,621861-AK-8024-QX,6/29/2020,2,3,4,Double,Yes,Travel Agent,Completed,Yes,The Sankey,6/29/2020,Weekend
114.45,113034-0Y-8825-OX,9/18/2020,8,1,4,King,Yes,Travel Agent,Completed,Yes,The Marimekko,9/18/2020,Weekday
177.45,471976-4A-6402-RT,2/5/2020,2,3,1,King,No,Phone App,Completed,Yes,The Sankey,2/5/2020,Weekday
98.1,792815-K8-9592-SI,8/6/2020,8,3,3,Single,Yes,Phone App,Completed,Yes,The Marimekko,8/6/2020,Weekday
152.1,974604-9W-7035-TF,8/18/2020,1,4,1,Single,Yes,Travel Agent,Completed,Yes,The Sankey,8/18/2020,Weekday
218.9,020618-4L-5699-CB,2/2/2020,5,2,4,Suite,Yes,Travel Agent,Completed,Yes,The Sankey,2/2/2020,Weekend
80.58,947656-CN-6421-HU,7/25/2020,11,4,1,Queen,No,Phone App,Completed,Yes,The Chord,7/25/2020,Weekday
89.1,959139-YG-0584-KM,2/9/2020,11,4,2,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,2/9/2020,Weekend
218.9,042224-1B-6448-MF,3/23/2020,10,4,3,Suite,No,Call Center,Completed,No,The Sankey,3/23/2020,Weekend
71.1,327753-01-4431-ES,9/16/2020,10,3,4,Single,Yes,Travel Agent,Completed,Yes,The Chord,9/16/2020,Weekday
152.1,051150-HB-0794-BB,1/29/2020,13,1,2,Single,Yes,Travel Agent,Completed,Yes,The Sankey,1/29/2020,Weekday
169,086555-AF-7550-FN,2/18/2020,11,1,1,Double,No,Phone App,Extended,Yes,The Sankey,2/18/2020,Weekday
79,315709-H4-9996-MG,9/24/2020,2,2,3,Double,Yes,Walk-in,Completed,No,The Chord,9/24/2020,Weekday
82.95,881107-OC-6102-QA,8/18/2020,3,1,3,King,No,Phone App,Completed,Yes,The Chord,8/18/2020,Weekday
111.18,398455-W7-2402-FJ,10/17/2020,13,2,2,Queen,No,Travel Agent,Completed,Yes,The Marimekko,10/17/2020,Weekday
109,773011-4A-8115-PB,7/14/2020,8,4,2,Double,No,Call Center,Completed,Yes,The Marimekko,7/14/2020,Weekday
202.98,725988-HU-2353-OL,1/13/2020,3,4,3,Queen,No,Website,Completed,Yes,The Sankey,1/13/2020,Weekend
71.1,564044-TI-1896-AW,9/17/2020,3,1,2,Single,No,Website,Completed,Yes,The Chord,9/17/2020,Weekday
202.98,626023-W9-7393-NF,6/1/2020,1,3,1,Queen,Yes,Walk-in,Completed,No,The Sankey,6/1/2020,Weekend
98.1,088331-TZ-8931-ZM,6/19/2020,4,3,4,Single,Yes,Phone App,Completed,Yes,The Marimekko,6/19/2020,Weekday
199,405091-TD-6927-SM,6/8/2020,6,2,2,Double,No,Website,Completed,Yes,The Sankey,6/8/2020,Weekend
111.18,131787-ZR-8006-PC,2/21/2020,2,2,3,Queen,Yes,Travel Agent,Extended,Yes,The Marimekko,2/21/2020,Weekday
111.18,083204-UT-4588-CS,7/29/2020,1,1,2,Queen,No,Website,No-Show,Yes,The Marimekko,7/29/2020,Weekday
152.1,854645-9D-5449-NS,4/21/2020,11,2,4,Single,No,Call Center,Completed,Yes,The Sankey,4/21/2020,Weekday
80.58,258866-0O-7526-NA,5/30/2020,14,1,3,Queen,Yes,Phone App,Completed,Yes,The Chord,5/30/2020,Weekday
172.38,966484-VT-2828-KI,4/28/2020,14,1,3,Queen,Yes,Walk-in,Completed,No,The Sankey,4/28/2020,Weekday
98.1,304190-T9-4380-AD,3/11/2020,12,2,4,Single,Yes,Website,Completed,Yes,The Marimekko,3/11/2020,Weekday
111.18,949495-AG-7764-KZ,5/5/2020,7,4,3,Queen,Yes,Website,Completed,Yes,The Marimekko,5/5/2020,Weekday
202.98,344350-4V-0778-AE,2/10/2020,13,2,3,Queen,Yes,Call Center,Completed,No,The Sankey,2/10/2020,Weekend
218.9,531467-P2-1584-VL,3/22/2020,5,1,1,Suite,Yes,Phone App,Completed,Yes,The Sankey,3/22/2020,Weekend
109,132463-AJ-1268-CK,8/18/2020,3,3,3,Double,Yes,Website,No-Show,Yes,The Marimekko,8/18/2020,Weekday
114.55,215043-UO-9768-DM,2/12/2020,13,3,4,Executive Suite,Yes,Website,Completed,Yes,The Chord,2/12/2020,Weekday
169,415803-TM-4058-IP,1/14/2020,1,2,3,Double,No,Website,Completed,Yes,The Sankey,1/14/2020,Weekday
80.58,855913-1S-5280-DG,6/4/2020,13,2,3,Queen,No,Phone App,Completed,Yes,The Chord,6/4/2020,Weekday
71.1,186949-J0-1680-SF,5/13/2020,12,4,2,Single,Yes,Phone App,Completed,Yes,The Chord,5/13/2020,Weekday
185.9,468578-W4-9857-BF,8/19/2020,14,3,4,Suite,Yes,Walk-in,Completed,No,The Sankey,8/19/2020,Weekday
100.98,501488-UG-7882-SQ,9/14/2020,4,4,1,Queen,Yes,Travel Agent,No-Show,Yes,The Chord,9/14/2020,Weekend
172.38,472078-82-4764-EO,2/6/2020,12,3,4,Queen,Yes,Website,Completed,Yes,The Sankey,2/6/2020,Weekday
169,154195-IT-4263-JE,6/3/2020,1,3,2,Double,No,Call Center,Completed,Yes,The Sankey,6/3/2020,Weekday
208.95,382915-EW-4922-TS,2/24/2020,4,1,3,King,Yes,Travel Agent,Completed,Yes,The Sankey,2/24/2020,Weekend
288.55,375499-GS-3998-ZT,8/2/2020,12,4,4,Executive Suite,No,Website,Completed,Yes,The Sankey,8/2/2020,Weekend
169,888633-TJ-6499-JA,5/19/2020,8,3,2,Double,No,Walk-in,Completed,No,The Sankey,5/19/2020,Weekday
158.05,037767-87-2375-EU,9/30/2020,2,1,2,Executive Suite,Yes,Walk-in,Completed,No,The Marimekko,9/30/2020,Weekday
158.05,549975-Z5-4902-SR,10/22/2020,1,4,2,Executive Suite,No,Call Center,Completed,Yes,The Marimekko,10/22/2020,Weekday
245.05,200673-SC-4565-JI,3/12/2020,2,4,4,Executive Suite,Yes,Call Center,Completed,No,The Sankey,3/12/2020,Weekday
185.9,085634-LS-8237-CM,5/23/2020,11,4,1,Suite,No,Phone App,Completed,Yes,The Sankey,5/23/2020,Weekday
98.1,213728-WR-8831-OB,9/8/2020,10,1,4,Single,Yes,Website,No-Show,Yes,The Marimekko,9/8/2020,Weekday
202.98,862040-Y2-0933-DI,10/19/2020,3,1,2,Queen,Yes,Website,Completed,Yes,The Sankey,10/19/2020,Weekend
152.1,234822-1B-2747-JA,5/13/2020,6,3,4,Single,No,Website,Completed,Yes,The Sankey,5/13/2020,Weekday
86.9,219483-5I-5422-GI,6/5/2020,11,1,4,Suite,No,Call Center,Completed,Yes,The Chord,6/5/2020,Weekday
109,342509-9J-1782-JU,1/3/2020,7,3,4,Double,No,Call Center,Completed,No,The Marimekko,1/3/2020,Weekday
111.18,519932-27-8501-IK,1/3/2020,4,3,4,Queen,No,Phone App,Completed,Yes,The Marimekko,1/3/2020,Weekday
179.1,144368-BU-4766-BM,10/19/2020,11,4,4,Single,No,Walk-in,Completed,No,The Sankey,10/19/2020,Weekend
98.1,858194-TG-1356-JQ,3/19/2020,9,3,4,Single,No,Phone App,Completed,Yes,The Marimekko,3/19/2020,Weekday
98.1,929580-OJ-9657-YB,4/17/2020,2,3,4,Single,No,Call Center,Completed,Yes,The Marimekko,4/17/2020,Weekday
79,637912-0U-8349-CA,8/18/2020,3,2,2,Double,Yes,Website,Completed,Yes,The Chord,8/18/2020,Weekday
100.98,008116-3U-5215-OX,5/31/2020,12,2,3,Queen,Yes,Travel Agent,Completed,Yes,The Chord,5/31/2020,Weekend
152.1,183935-7B-7730-BM,5/2/2020,2,1,2,Single,Yes,Website,Completed,Yes,The Sankey,5/2/2020,Weekday
82.95,032234-MF-5170-CL,6/12/2020,4,1,3,King,Yes,Phone App,Completed,No,The Chord,6/12/2020,Weekday
99,669408-XN-2268-JC,7/13/2020,13,3,1,Double,Yes,Travel Agent,Completed,Yes,The Marimekko,7/13/2020,Weekend
169,060767-HS-9059-IW,9/19/2020,14,3,4,Double,No,Phone App,Completed,Yes,The Sankey,9/19/2020,Weekday
177.45,329373-0L-1769-JB,2/11/2020,4,3,4,King,Yes,Phone App,Completed,Yes,The Sankey,2/11/2020,Weekday
179.1,169358-SB-3514-FI,2/9/2020,6,1,3,Single,Yes,Walk-in,Completed,No,The Sankey,2/9/2020,Weekend
99,174387-LJ-2215-VQ,6/1/2020,11,1,1,Double,Yes,Travel Agent,Completed,Yes,The Chord,6/1/2020,Weekend
111.18,853559-ZU-2843-SY,4/11/2020,10,2,3,Queen,Yes,Website,Completed,Yes,The Marimekko,4/11/2020,Weekday
109,205209-7L-2138-CR,2/26/2020,13,3,1,Double,Yes,Call Center,Completed,Yes,The Marimekko,2/26/2020,Weekday
185.9,359962-50-9518-QO,6/5/2020,8,4,2,Suite,No,Call Center,Completed,Yes,The Sankey,6/5/2020,Weekday
109,271585-TN-6418-YQ,5/15/2020,12,2,1,Double,Yes,Phone App,Completed,Yes,The Marimekko,5/15/2020,Weekday
169,675676-67-0215-NH,8/12/2020,11,3,3,Double,Yes,Travel Agent,Completed,Yes,The Sankey,8/12/2020,Weekday
152.1,105252-RV-6302-KT,5/30/2020,5,4,1,Single,Yes,Phone App,Completed,Yes,The Sankey,5/30/2020,Weekday
177.45,180557-36-6690-YN,10/22/2020,14,4,2,King,Yes,Travel Agent,No-Show,Yes,The Sankey,10/22/2020,Weekday
199,448739-2I-6702-SL,2/3/2020,13,1,3,Double,No,Website,Completed,Yes,The Sankey,2/3/2020,Weekend
172.38,436180-11-3652-YR,4/2/2020,3,4,4,Queen,Yes,Call Center,Completed,Yes,The Sankey,4/2/2020,Weekday
98.1,688517-S3-1354-MR,3/10/2020,6,2,3,Single,Yes,Website,Completed,Yes,The Marimekko,3/10/2020,Weekday
82.95,094142-Q6-4146-XX,5/23/2020,5,3,4,King,Yes,Call Center,Completed,Yes,The Chord,5/23/2020,Weekday
99,313913-IK-6659-WT,5/24/2020,11,2,3,Double,Yes,Call Center,Completed,Yes,The Chord,5/24/2020,Weekend
109,130672-1J-0445-HS,1/3/2020,14,1,2,Double,No,Call Center,Completed,No,The Marimekko,1/3/2020,Weekday
288.55,746555-ZI-8090-AN,7/20/2020,3,2,1,Executive Suite,No,Website,Completed,Yes,The Sankey,7/20/2020,Weekend
103.95,760366-3D-4929-MC,4/27/2020,9,2,1,King,Yes,Call Center,Completed,Yes,The Chord,4/27/2020,Weekend
169,657691-3W-2817-VR,4/30/2020,3,1,3,Double,No,Call Center,Completed,Yes,The Sankey,4/30/2020,Weekday
208.95,752217-K4-3002-QX,8/30/2020,12,3,3,King,Yes,Phone App,Completed,Yes,The Sankey,8/30/2020,Weekend
199,111227-Q7-1162-TP,4/6/2020,3,2,3,Double,Yes,Call Center,Completed,Yes,The Sankey,4/6/2020,Weekend
185.9,116378-TG-4508-US,1/29/2020,14,1,1,Suite,No,Travel Agent,Completed,Yes,The Sankey,1/29/2020,Weekday
169,963014-IV-9531-RN,10/21/2020,10,3,1,Double,Yes,Call Center,No-Show,Yes,The Sankey,10/21/2020,Weekday
152.1,421808-YS-7003-RC,4/17/2020,5,3,4,Single,No,Travel Agent,Completed,Yes,The Sankey,4/17/2020,Weekday
245.05,314767-YV-0817-TH,9/19/2020,11,3,2,Executive Suite,No,Call Center,Completed,Yes,The Sankey,9/19/2020,Weekday
109,798658-8K-5954-FU,5/12/2020,2,1,3,Double,No,Phone App,Completed,Yes,The Marimekko,5/12/2020,Weekday
245.05,931317-6G-1182-DE,10/6/2020,6,3,4,Executive Suite,No,Travel Agent,No-Show,Yes,The Sankey,10/6/2020,Weekday
169,947267-8B-4032-UN,3/12/2020,9,1,1,Double,No,Phone App,Completed,Yes,The Sankey,3/12/2020,Weekday
111.18,392644-LB-9566-DO,6/5/2020,6,3,2,Queen,No,Phone App,Completed,Yes,The Marimekko,6/5/2020,Weekday
185.9,940634-HQ-9925-IN,3/6/2020,9,4,3,Suite,No,Website,Completed,No,The Sankey,3/6/2020,Weekday
202.98,584173-09-5506-HL,6/1/2020,11,2,1,Queen,No,Phone App,No-Show,Yes,The Sankey,6/1/2020,Weekend
169,854589-OX-7885-TC,2/6/2020,14,1,1,Double,Yes,Website,Completed,Yes,The Sankey,2/6/2020,Weekday
114.45,518672-LD-1460-WZ,6/4/2020,4,3,1,King,No,Travel Agent,Completed,Yes,The Marimekko,6/4/2020,Weekday
114.55,968386-J3-2184-FM,3/4/2020,11,4,1,Executive Suite,No,Website,Completed,Yes,The Chord,3/4/2020,Weekday
172.38,999631-I8-7376-WR,4/14/2020,8,4,4,Queen,No,Call Center,Reduced,Yes,The Sankey,4/14/2020,Weekday
172.38,139364-G9-8507-SG,1/24/2020,14,3,1,Queen,Yes,Phone App,Completed,Yes,The Sankey,1/24/2020,Weekday
152.1,644986-AN-2513-VT,7/24/2020,1,4,1,Single,No,Phone App,Completed,Yes,The Sankey,7/24/2020,Weekday
89.1,404345-ZU-9924-MU,10/12/2020,14,1,1,Single,Yes,Walk-in,Extended,No,The Marimekko,10/12/2020,Weekend
169,141389-ZW-9531-NC,9/24/2020,6,2,4,Double,No,Phone App,Reduced,Yes,The Sankey,9/24/2020,Weekday
152.1,353736-YR-4475-HR,7/3/2020,4,4,2,Single,No,Website,Completed,Yes,The Sankey,7/3/2020,Weekday
111.18,257296-9B-1217-SJ,1/28/2020,8,1,3,Queen,No,Call Center,Completed,Yes,The Marimekko,1/28/2020,Weekday
100.98,227173-AT-6036-TS,9/7/2020,7,4,4,Queen,Yes,Website,Completed,Yes,The Chord,9/7/2020,Weekend
109,958625-JZ-2817-IH,6/16/2020,4,4,1,Double,Yes,Phone App,Completed,Yes,The Marimekko,6/16/2020,Weekday
98.1,743805-AQ-8903-AK,10/20/2020,9,1,1,Single,Yes,Travel Agent,Completed,Yes,The Marimekko,10/20/2020,Weekday
177.45,062446-AB-4466-OJ,1/4/2020,5,4,2,King,Yes,Walk-in,Completed,No,The Sankey,1/4/2020,Weekday
89.1,023575-5D-3840-BW,8/16/2020,14,2,1,Single,Yes,Phone App,Completed,Yes,The Marimekko,8/16/2020,Weekend
169,489791-ER-9455-SM,4/10/2020,11,2,4,Double,Yes,Website,Extended,Yes,The Sankey,4/10/2020,Weekday
202.98,669913-AC-6928-CC,4/27/2020,8,3,2,Queen,Yes,Call Center,Completed,No,The Sankey,4/27/2020,Weekend
169,919802-VM-0601-FU,4/21/2020,7,3,1,Double,Yes,Website,No-Show,Yes,The Sankey,4/21/2020,Weekday
114.45,708258-JZ-4368-WB,1/23/2020,8,4,4,King,No,Walk-in,Completed,No,The Marimekko,1/23/2020,Weekday
152.1,168329-4H-9170-QV,6/17/2020,1,3,4,Single,Yes,Call Center,Extended,Yes,The Sankey,6/17/2020,Weekday
71.1,555238-C2-4946-DB,1/25/2020,6,2,4,Single,No,Travel Agent,Completed,Yes,The Chord,1/25/2020,Weekday
98.1,221363-ZE-4804-GZ,5/19/2020,8,4,1,Single,No,Phone App,Extended,Yes,The Marimekko,5/19/2020,Weekday
169,548229-YY-6936-YX,7/4/2020,2,2,3,Double,No,Phone App,Completed,Yes,The Sankey,7/4/2020,Weekday
179.1,124386-5V-7971-VK,4/19/2020,6,1,4,Single,No,Phone App,Completed,Yes,The Sankey,4/19/2020,Weekend
172.38,481582-XR-1879-PC,8/19/2020,5,4,3,Queen,No,Call Center,Completed,Yes,The Sankey,8/19/2020,Weekday
119.9,866573-UA-8995-WX,3/10/2020,2,1,1,Suite,Yes,Website,No-Show,Yes,The Marimekko,3/10/2020,Weekday
172.38,693114-O5-4148-BR,1/2/2020,12,3,1,Queen,Yes,Travel Agent,Completed,Yes,The Sankey,1/2/2020,Weekday
185.9,649096-8S-1079-RK,5/8/2020,11,2,4,Suite,No,Phone App,Completed,Yes,The Sankey,5/8/2020,Weekday
80.58,592478-6O-1141-XJ,4/8/2020,11,3,2,Queen,Yes,Travel Agent,Completed,Yes,The Chord,4/8/2020,Weekday
99,323871-TD-1816-IW,4/20/2020,12,1,1,Double,Yes,Phone App,Completed,No,The Chord,4/20/2020,Weekend
103.95,784545-L5-5412-HY,6/15/2020,3,1,2,King,Yes,Phone App,Completed,Yes,The Marimekko,6/15/2020,Weekend
185.9,774120-3I-6958-LG,8/7/2020,5,1,4,Suite,No,Call Center,Completed,Yes,The Sankey,8/7/2020,Weekday
245.05,478748-JD-5990-BE,10/22/2020,2,3,1,Executive Suite,No,Call Center,Completed,Yes,The Sankey,10/22/2020,Weekday
71.1,197900-OE-0926-JZ,8/14/2020,7,2,2,Single,No,Travel Agent,Completed,Yes,The Chord,8/14/2020,Weekday
208.95,483032-CB-2090-BX,8/9/2020,4,1,1,King,Yes,Travel Agent,Completed,Yes,The Sankey,8/9/2020,Weekend
185.9,050860-FO-8803-CL,2/13/2020,11,3,4,Suite,No,Call Center,No-Show,No,The Sankey,2/13/2020,Weekday
172.38,166594-JV-8320-VI,7/21/2020,11,4,4,Queen,Yes,Walk-in,Completed,No,The Sankey,7/21/2020,Weekday
158.05,998837-DK-5345-CG,8/6/2020,3,4,2,Executive Suite,Yes,Phone App,Completed,Yes,The Marimekko,8/6/2020,Weekday
179.1,225841-1H-7225-XN,10/19/2020,8,3,2,Single,No,Call Center,Completed,Yes,The Sankey,10/19/2020,Weekend
177.45,969024-AO-2631-KM,1/1/2020,9,3,1,King,No,Website,Extended,Yes,The Sankey,1/1/2020,Weekday
152.1,807627-8F-0697-WA,7/17/2020,3,3,1,Single,No,Walk-in,Completed,No,The Sankey,7/17/2020,Weekday
100.98,889956-XD-6686-FV,4/19/2020,3,3,2,Queen,Yes,Phone App,Completed,Yes,The Chord,4/19/2020,Weekend
79,688239-81-9655-IC,7/24/2020,1,1,3,Double,Yes,Phone App,Completed,Yes,The Chord,7/24/2020,Weekday
245.05,994840-ZE-9779-LM,6/5/2020,9,1,4,Executive Suite,No,Walk-in,Completed,No,The Sankey,6/5/2020,Weekday
185.9,512786-IZ-7651-MP,6/24/2020,11,1,3,Suite,No,Phone App,Completed,Yes,The Sankey,6/24/2020,Weekday
199,457429-IA-5914-NJ,7/20/2020,5,1,2,Double,No,Travel Agent,Completed,Yes,The Sankey,7/20/2020,Weekend
109,849912-79-6402-QJ,5/7/2020,6,2,3,Double,Yes,Travel Agent,Completed,Yes,The Marimekko,5/7/2020,Weekday
89.1,172187-DO-0540-AQ,9/27/2020,8,3,2,Single,No,Website,Completed,Yes,The Marimekko,9/27/2020,Weekend
152.1,330316-TH-7043-NV,10/6/2020,2,3,2,Single,No,Phone App,Completed,Yes,The Sankey,10/6/2020,Weekday
98.1,994111-VI-4917-PP,1/18/2020,10,4,4,Single,Yes,Phone App,Completed,Yes,The Marimekko,1/18/2020,Weekday
172.38,003664-5W-7047-NT,3/7/2020,12,2,4,Queen,Yes,Phone App,Completed,Yes,The Sankey,3/7/2020,Weekday
169,946185-SL-0393-PP,10/22/2020,1,3,1,Double,No,Phone App,Completed,Yes,The Sankey,10/22/2020,Weekday
179.1,861979-TG-6833-TJ,6/22/2020,5,2,3,Single,No,Website,Completed,Yes,The Sankey,6/22/2020,Weekend
169,109138-MP-1932-MV,2/21/2020,1,1,4,Double,Yes,Phone App,Completed,Yes,The Sankey,2/21/2020,Weekday
288.55,215647-1S-8821-SZ,8/9/2020,11,1,4,Executive Suite,Yes,Phone App,Completed,No,The Sankey,8/9/2020,Weekend
185.9,317388-KW-7719-IM,6/20/2020,1,4,4,Suite,No,Call Center,Completed,Yes,The Sankey,6/20/2020,Weekday
202.98,329082-ZE-6158-KU,1/6/2020,9,2,1,Queen,Yes,Website,No-Show,Yes,The Sankey,1/6/2020,Weekend
199,804071-W0-1204-PK,6/28/2020,2,2,1,Double,No,Phone App,Completed,Yes,The Sankey,6/28/2020,Weekend
288.55,008227-OL-3597-MS,4/5/2020,11,3,4,Executive Suite,No,Call Center,Completed,Yes,The Sankey,4/5/2020,Weekend
169,826892-25-1570-UW,7/17/2020,10,2,4,Double,Yes,Call Center,Completed,Yes,The Sankey,7/17/2020,Weekday
152.1,984693-AF-2327-HN,9/25/2020,1,4,3,Single,Yes,Travel Agent,Completed,Yes,The Sankey,9/25/2020,Weekday
71.1,524203-1Y-9899-PM,10/1/2020,14,2,1,Single,No,Phone App,Completed,Yes,The Chord,10/1/2020,Weekday
208.95,188215-OF-6667-LS,9/21/2020,3,3,4,King,Yes,Phone App,Completed,Yes,The Sankey,9/21/2020,Weekend
103.95,778701-KP-5086-PR,6/22/2020,4,2,2,King,No,Website,Reduced,Yes,The Marimekko,6/22/2020,Weekend
177.45,700468-XF-2406-IO,10/23/2020,7,3,4,King,Yes,Travel Agent,Completed,Yes,The Sankey,10/23/2020,Weekday
185.9,068090-K3-7843-KL,2/20/2020,14,4,2,Suite,Yes,Call Center,Completed,Yes,The Sankey,2/20/2020,Weekday
152.1,411504-XE-9005-TC,6/30/2020,12,2,2,Single,Yes,Call Center,Completed,Yes,The Sankey,6/30/2020,Weekday
169,670370-FP-1104-FT,4/3/2020,5,2,4,Double,Yes,Travel Agent,Completed,Yes,The Sankey,4/3/2020,Weekday
169,498991-UV-4355-ZZ,5/13/2020,4,4,2,Double,No,Phone App,Completed,Yes,The Sankey,5/13/2020,Weekday
86.9,372925-5K-4557-RG,6/9/2020,1,2,3,Suite,No,Website,Completed,Yes,The Chord,6/9/2020,Weekday
79,880899-90-2879-MP,10/16/2020,2,1,2,Double,No,Travel Agent,Completed,Yes,The Chord,10/16/2020,Weekday
245.05,781302-Q9-0968-RK,3/10/2020,12,1,2,Executive Suite,No,Phone App,Completed,Yes,The Sankey,3/10/2020,Weekday
152.1,928954-XG-5015-BQ,9/10/2020,14,4,3,Single,No,Phone App,Completed,Yes,The Sankey,9/10/2020,Weekday
108.9,134300-Q8-4711-UJ,10/18/2020,9,2,2,Suite,Yes,Phone App,Completed,Yes,The Chord,10/18/2020,Weekend
152.1,938540-LQ-6295-VH,3/5/2020,2,3,1,Single,Yes,Website,Completed,Yes,The Sankey,3/5/2020,Weekday
89.1,951107-M4-8552-PQ,9/7/2020,10,2,1,Single,Yes,Call Center,Completed,Yes,The Marimekko,9/7/2020,Weekend
114.45,649248-OD-6561-SW,8/6/2020,9,1,4,King,Yes,Website,Completed,Yes,The Marimekko,8/6/2020,Weekday
152.1,024456-78-7305-ES,4/14/2020,11,3,3,Single,No,Website,Completed,Yes,The Sankey,4/14/2020,Weekday
177.45,696266-4S-5104-QL,1/18/2020,3,2,2,King,No,Travel Agent,Completed,Yes,The Sankey,1/18/2020,Weekday
152.1,927380-02-8666-LE,9/23/2020,12,1,3,Single,No,Call Center,Completed,Yes,The Sankey,9/23/2020,Weekday
109,433380-TU-4768-SB,2/8/2020,8,4,3,Double,No,Phone App,Completed,No,The Marimekko,2/8/2020,Weekday
152.1,870320-BN-8408-LD,6/6/2020,8,3,2,Single,Yes,Website,Completed,Yes,The Sankey,6/6/2020,Weekday
185.9,405394-2Q-5152-QB,4/10/2020,10,2,1,Suite,Yes,Call Center,Completed,Yes,The Sankey,4/10/2020,Weekday
169,236778-7T-1980-DZ,5/28/2020,5,4,4,Double,No,Website,Completed,Yes,The Sankey,5/28/2020,Weekday
172.38,764140-TR-7807-RV,7/25/2020,11,3,3,Queen,Yes,Phone App,Completed,Yes,The Sankey,7/25/2020,Weekday
79,805405-QF-5789-NM,6/5/2020,14,1,4,Double,Yes,Phone App,Completed,Yes,The Chord,6/5/2020,Weekday
89.1,234934-AI-6897-UD,3/1/2020,1,2,3,Single,Yes,Phone App,Completed,Yes,The Marimekko,3/1/2020,Weekend
199,454665-1I-9459-OX,9/27/2020,4,3,2,Double,No,Phone App,Completed,Yes,The Sankey,9/27/2020,Weekend
119.9,619144-D7-1494-XU,10/16/2020,14,3,1,Suite,No,Website,Completed,No,The Marimekko,10/16/2020,Weekday
169,964736-O6-0926-OY,10/7/2020,7,2,1,Double,No,Call Center,Completed,Yes,The Sankey,10/7/2020,Weekday
202.98,530524-FE-0661-NX,4/12/2020,4,3,3,Queen,No,Call Center,Completed,Yes,The Sankey,4/12/2020,Weekend
245.05,254731-0G-5090-UC,1/4/2020,5,1,1,Executive Suite,No,Travel Agent,Completed,Yes,The Sankey,1/4/2020,Weekday
177.45,098859-17-4644-XW,8/7/2020,3,2,2,King,Yes,Call Center,Completed,No,The Sankey,8/7/2020,Weekday
111.18,096044-2G-3047-JK,1/24/2020,7,1,4,Queen,No,Phone App,Completed,Yes,The Marimekko,1/24/2020,Weekday
99,252871-QY-8561-VN,10/19/2020,10,2,3,Double,Yes,Phone App,No-Show,Yes,The Chord,10/19/2020,Weekend
111.18,980640-P4-1314-LW,9/30/2020,7,2,3,Queen,No,Call Center,Completed,No,The Marimekko,9/30/2020,Weekday
89.1,996094-UM-8745-CM,6/28/2020,3,4,3,Single,Yes,Phone App,No-Show,Yes,The Marimekko,6/28/2020,Weekend
99,350738-GI-1623-WG,4/12/2020,9,1,3,Double,Yes,Travel Agent,Completed,Yes,The Marimekko,4/12/2020,Weekend
185.9,213212-ZZ-5435-AJ,6/25/2020,10,4,3,Suite,No,Phone App,Completed,No,The Sankey,6/25/2020,Weekday
80.58,170721-9X-9449-CF,6/23/2020,2,2,2,Queen,Yes,Call Center,Completed,Yes,The Chord,6/23/2020,Weekday
80.58,092622-GW-9478-BS,4/17/2020,10,3,3,Queen,No,Phone App,Completed,Yes,The Chord,4/17/2020,Weekday
169,073582-70-1733-AB,6/6/2020,12,3,3,Double,No,Phone App,Completed,Yes,The Sankey,6/6/2020,Weekday
109,554273-ZW-7192-FR,1/3/2020,1,1,1,Double,No,Phone App,Completed,Yes,The Marimekko,1/3/2020,Weekday
169,351930-0W-3448-XO,7/15/2020,10,2,2,Double,Yes,Website,Completed,Yes,The Sankey,7/15/2020,Weekday
89.1,417707-DY-1312-QW,2/16/2020,4,3,1,Single,Yes,Phone App,Completed,Yes,The Chord,2/16/2020,Weekend
169,244155-GH-0787-NL,7/31/2020,13,1,1,Double,Yes,Phone App,Completed,Yes,The Sankey,7/31/2020,Weekday
169,678769-ML-7470-BH,2/15/2020,4,4,1,Double,Yes,Website,No-Show,Yes,The Sankey,2/15/2020,Weekday
98.1,311294-3I-8578-CA,9/16/2020,14,2,2,Single,No,Call Center,Completed,Yes,The Marimekko,9/16/2020,Weekday
152.1,517022-Q7-1404-RI,9/18/2020,5,1,3,Single,Yes,Travel Agent,Completed,Yes,The Sankey,9/18/2020,Weekday
152.1,195199-IU-8689-PD,7/30/2020,13,2,2,Single,No,Call Center,Completed,No,The Sankey,7/30/2020,Weekday
89.1,732303-S3-7524-ZA,8/30/2020,3,3,3,Single,Yes,Phone App,Completed,Yes,The Chord,8/30/2020,Weekend
208.95,854140-LN-3621-RQ,6/1/2020,10,3,1,King,No,Website,Completed,Yes,The Sankey,6/1/2020,Weekend
177.45,072009-SC-1746-PA,2/5/2020,4,4,3,King,Yes,Website,Completed,Yes,The Sankey,2/5/2020,Weekday
152.1,107183-YT-5859-BK,3/11/2020,3,2,4,Single,Yes,Phone App,Completed,No,The Sankey,3/11/2020,Weekday
99,331237-IU-9407-NS,1/12/2020,5,3,2,Double,No,Website,Completed,Yes,The Chord,1/12/2020,Weekend
80.58,788977-TT-5407-UN,9/30/2020,3,1,3,Queen,Yes,Travel Agent,No-Show,Yes,The Chord,9/30/2020,Weekday
185.9,663449-Y3-5237-RA,7/17/2020,1,4,3,Suite,Yes,Website,Completed,Yes,The Sankey,7/17/2020,Weekday
111.18,481850-6O-7349-YM,4/22/2020,13,3,1,Queen,Yes,Website,No-Show,Yes,The Marimekko,4/22/2020,Weekday
