Question Number,Question Text,University,Sample Size,% Agree
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",University for the Creative Arts,1399,0.8656
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",University for the Creative Arts,1399,0.8294
Q21,I feel part of a community of staff and students,University for the Creative Arts,1399,0.7012
Q22,I have had the right opportunities to work with other students as part of my course,University for the Creative Arts,1399,0.7595
Q23,I have had the right opportunities to provide feedback on my course,University for the Creative Arts,1399,0.7968
Q24,Staff value students’ views and opinions about the course,University for the Creative Arts,1399,0.7516
Q25,It is clear how students’ feedback on the course has been acted on,University for the Creative Arts,1399,0.6166
Q26,The students’ union (association or guild) effectively represents students’ academic interests,University for the Creative Arts,1399,0.525
Q27,"Overall, I am satisfied with the quality of the course",University for the Creative Arts,1399,0.8049
Q01,Staff are good at explaining things,Croydon College,66,0.8636
Q02,Staff have made the subject interesting,Croydon College,66,0.8605
Q03,The course is intellectually stimulating,Croydon College,66,0.8864
Q04,My course has challenged me to achieve my best work,Croydon College,66,0.8409
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,Croydon College,66,0.8636
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,Croydon College,66,0.907
Q07,My course has provided me with opportunities to apply what I have learnt,Croydon College,66,0.8182
Q08,The criteria used in marking have been clear in advance,Croydon College,66,0.6364
Q09,Marking and assessment has been fair,Croydon College,66,0.6591
Q10,Feedback on my work has been timely,Croydon College,66,0.4773
Q11,I have received helpful comments on my work,Croydon College,66,0.7907
Q12,I have been able to contact staff when I needed to,Croydon College,66,0.8182
Q13,I have received sufficient advice and guidance in relation to my course,Croydon College,66,0.7045
Q14,Good advice was available when I needed to make study choices on my course,Croydon College,66,0.7209
Q15,The course is well organised and running smoothly,Croydon College,66,0.5227
Q16,The timetable works efficiently for me,Croydon College,66,0.8864
Q17,Any changes in the course or teaching have been communicated effectively,Croydon College,66,0.7045
Q18,The IT resources and facilities provided have supported my learning well,Croydon College,66,0.7273
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",Croydon College,66,0.6744
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",Croydon College,66,0.5476
Q21,I feel part of a community of staff and students,Croydon College,66,0.75
Q22,I have had the right opportunities to work with other students as part of my course,Croydon College,66,0.8409
Q23,I have had the right opportunities to provide feedback on my course,Croydon College,66,0.8571
Q24,Staff value students’ views and opinions about the course,Croydon College,66,0.7727
Q25,It is clear how students’ feedback on the course has been acted on,Croydon College,66,0.7045
Q26,The students’ union (association or guild) effectively represents students’ academic interests,Croydon College,66,0.7143
Q27,"Overall, I am satisfied with the quality of the course",Croydon College,66,0.7273
Q01,Staff are good at explaining things,The University of Cumbria,1095,0.8474
Q02,Staff have made the subject interesting,The University of Cumbria,1095,0.851
Q03,The course is intellectually stimulating,The University of Cumbria,1095,0.8329
Q04,My course has challenged me to achieve my best work,The University of Cumbria,1095,0.7885
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,The University of Cumbria,1095,0.8339
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,The University of Cumbria,1095,0.8748
Q07,My course has provided me with opportunities to apply what I have learnt,The University of Cumbria,1095,0.8534
Q08,The criteria used in marking have been clear in advance,The University of Cumbria,1095,0.7007
Q09,Marking and assessment has been fair,The University of Cumbria,1095,0.7091
Q10,Feedback on my work has been timely,The University of Cumbria,1095,0.8185
Q11,I have received helpful comments on my work,The University of Cumbria,1095,0.7716
Q12,I have been able to contact staff when I needed to,The University of Cumbria,1095,0.8377
Q13,I have received sufficient advice and guidance in relation to my course,The University of Cumbria,1095,0.8063
Q14,Good advice was available when I needed to make study choices on my course,The University of Cumbria,1095,0.7869
Q15,The course is well organised and running smoothly,The University of Cumbria,1095,0.6046
Q16,The timetable works efficiently for me,The University of Cumbria,1095,0.7155
Q17,Any changes in the course or teaching have been communicated effectively,The University of Cumbria,1095,0.7065
Q18,The IT resources and facilities provided have supported my learning well,The University of Cumbria,1095,0.8061
Q19,"The library resources (e.g. books, online services and learning spaces) have supported my learning well",The University of Cumbria,1095,0.8724
Q20,"I have been able to access course-specific resources (e.g. equipment, facilities, software, collections) when I needed to",The University of Cumbria,1095,0.8819
Q21,I feel part of a community of staff and students,The University of Cumbria,1095,0.7001
Q22,I have had the right opportunities to work with other students as part of my course,The University of Cumbria,1095,0.8509
Q23,I have had the right opportunities to provide feedback on my course,The University of Cumbria,1095,0.8299
Q24,Staff value students’ views and opinions about the course,The University of Cumbria,1095,0.7751
Q25,It is clear how students’ feedback on the course has been acted on,The University of Cumbria,1095,0.6097
Q26,The students’ union (association or guild) effectively represents students’ academic interests,The University of Cumbria,1095,0.5084
Q27,"Overall, I am satisfied with the quality of the course",The University of Cumbria,1095,0.799
Q01,Staff are good at explaining things,CWR,22,1
Q02,Staff have made the subject interesting,CWR,22,1
Q03,The course is intellectually stimulating,CWR,22,1
Q04,My course has challenged me to achieve my best work,CWR,22,1
Q05,My course has provided me with opportunities to explore ideas or concepts in depth,CWR,22,1
Q06,My course has provided me with opportunities to bring information and ideas together from different topics,CWR,22,0.9444
