UKPRN,Provider name,Country of provider,Domicile,Level of qualification obtained,Mode of former study,Interim study,Age group,Activity,Academic year,Number
10003957,Liverpool John Moores University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,10
10003958,Liverpool School of Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10004035,The Film Education Training Trust Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10004036,London Film School Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10004048,London Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,10
10004063,London School of Economics and Political Science,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,405
10004075,London School of Theology,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,0
10004078,London South Bank University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,20
10004113,Loughborough University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,75
10004180,The Manchester Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,25
10006842,The University of Liverpool,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,60
10007162,"University of the Arts, London",England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,55
10007769,London Business School,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,65
10007771,London School of Hygiene and Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time employment,2021/22,5
10003945,The Liverpool Institute for Performing Arts,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003956,Liverpool Hope University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003957,Liverpool John Moores University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,5
10003958,Liverpool School of Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004035,The Film Education Training Trust Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004036,London Film School Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004048,London Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004063,London School of Economics and Political Science,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,40
10004075,London School of Theology,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004078,London South Bank University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10004113,Loughborough University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,5
10004180,The Manchester Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10006842,The University of Liverpool,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,5
10007162,"University of the Arts, London",England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10007769,London Business School,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10007771,London School of Hygiene and Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Full-time further study,2021/22,0
10003945,The Liverpool Institute for Performing Arts,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,5
10003956,Liverpool Hope University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,10
10003957,Liverpool John Moores University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,80
10003958,Liverpool School of Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10004035,The Film Education Training Trust Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,5
10004036,London Film School Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10004048,London Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,30
10004063,London School of Economics and Political Science,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,1555
10004075,London School of Theology,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,0
10004078,London South Bank University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,110
10004113,Loughborough University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,485
10004180,The Manchester Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,105
10006842,The University of Liverpool,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,345
10007162,"University of the Arts, London",England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,440
10007769,London Business School,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,325
10007771,London School of Hygiene and Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Non-respondents,2021/22,40
10003945,The Liverpool Institute for Performing Arts,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003956,Liverpool Hope University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003957,Liverpool John Moores University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003958,Liverpool School of Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10004035,The Film Education Training Trust Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10004036,London Film School Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10004048,London Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10004063,London School of Economics and Political Science,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,15
10004075,London School of Theology,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10004078,London South Bank University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10004113,Loughborough University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10004180,The Manchester Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10006842,The University of Liverpool,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10007162,"University of the Arts, London",England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10007769,London Business School,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,5
10007771,London School of Hygiene and Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,"Other including travel, caring for someone or retired",2021/22,0
10003945,The Liverpool Institute for Performing Arts,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
10003956,Liverpool Hope University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
10003957,Liverpool John Moores University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,5
10003958,Liverpool School of Tropical Medicine,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
10004035,The Film Education Training Trust Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
10004036,London Film School Limited,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
10004048,London Metropolitan University,England,Non-UK,Postgraduate,Full-time,Include significant interim study,21-24 years,Part-time employment,2021/22,0
